episode,time,duration,steps,reward,steps_total,reward_total,tau,epsilon,loss,batch_size,goal,goals_total
1,48.3,0.1,2,2.9000000000000004,2,2.9000000000000004,1.0000,0.99999,0.0000,64,1,1
2,59.7,9.8,180,-11.000000000000028,182,-8.100000000000028,1.0000,0.99753,0.0785,64,0,1
3,71.0,9.7,120,-13.000000000000046,302,-21.100000000000072,1.0000,0.99590,0.1495,64,1,2
4,85.0,12.3,180,-21.0000000000001,482,-42.10000000000017,1.0000,0.99344,0.0862,64,0,2
5,99.3,12.7,180,-13.000000000000062,662,-55.100000000000236,1.0000,0.99099,0.0551,64,0,2
6,102.8,1.9,4,2.8000000000000003,666,-52.30000000000024,1.0000,0.99093,0.0384,64,1,3
7,106.8,2.3,11,2.45,677,-49.850000000000236,1.0000,0.99078,0.0343,64,1,4
8,120.5,12.0,180,-17.00000000000009,857,-66.85000000000032,1.0000,0.98833,0.0439,64,0,4
9,127.1,4.9,47,-1.3499999999999996,904,-68.20000000000032,1.0000,0.98769,0.0423,64,1,5
10,131.9,3.2,24,-0.19999999999999662,928,-68.40000000000032,1.0000,0.98736,0.0333,64,1,6
11,147.3,13.7,175,-13.750000000000089,1103,-82.1500000000004,1.0000,0.98497,0.0368,64,1,7
12,161.2,12.3,180,-15.000000000000064,1283,-97.15000000000046,1.0000,0.98252,0.0315,64,0,7
13,164.0,1.2,18,-1.8999999999999984,1301,-99.05000000000045,1.0000,0.98227,0.0346,64,1,8
14,175.4,9.7,94,-7.700000000000032,1395,-106.75000000000048,1.0000,0.98099,0.0274,64,1,9
15,189.6,12.6,180,-15.000000000000057,1575,-121.75000000000054,1.0000,0.97854,0.0269,64,0,9
16,203.3,12.1,180,-19.000000000000103,1755,-140.75000000000065,1.0000,0.97608,0.0269,64,0,9
17,217.6,12.6,180,-11.000000000000028,1935,-151.75000000000068,1.0000,0.97363,0.0234,64,0,9
18,231.6,12.4,180,-17.000000000000092,2115,-168.75000000000077,1.0000,0.97117,0.0232,64,0,9
19,288.3,13.9,180,-23.000000000000096,2295,-191.75000000000085,1.0000,0.96872,0.0241,64,0,9
20,294.0,4.0,37,-6.849999999999999,2332,-198.60000000000085,1.0000,0.96821,0.0287,64,1,10
21,301.3,5.7,58,-1.8999999999999977,2390,-200.50000000000085,1.0000,0.96742,0.0261,64,1,11
22,307.2,4.2,64,-10.20000000000001,2454,-210.70000000000087,1.0000,0.96655,0.0259,64,1,12
23,322.7,13.8,180,-23.000000000000057,2634,-233.70000000000093,1.0000,0.96409,0.0245,64,0,12
24,337.1,12.8,180,-11.000000000000027,2814,-244.70000000000095,1.0000,0.96164,0.0227,64,0,12
25,351.3,12.5,180,-17.000000000000057,2994,-261.700000000001,1.0000,0.95919,0.0217,64,0,12
26,365.3,12.3,180,-17.000000000000057,3174,-278.70000000000107,1.0000,0.95673,0.0218,64,0,12
27,379.5,12.6,180,-15.000000000000028,3354,-293.70000000000107,1.0000,0.95428,0.0205,64,0,12
28,383.0,1.9,4,2.8000000000000003,3358,-290.90000000000106,1.0000,0.95422,0.0192,64,1,13
29,389.2,4.6,42,0.8999999999999995,3400,-290.0000000000011,1.0000,0.95365,0.0212,64,1,14
30,402.8,11.9,180,-19.000000000000057,3580,-309.00000000000114,1.0000,0.95119,0.0213,64,0,14
31,405.0,0.5,8,0.600000000000001,3588,-308.4000000000011,1.0000,0.95109,0.0213,64,1,15
32,420.5,13.9,180,-13.000000000000025,3768,-321.4000000000011,1.0000,0.94863,0.0211,64,0,15
33,434.5,12.4,180,-17.000000000000096,3948,-338.4000000000012,1.0000,0.94618,0.0196,64,0,15
34,446.8,10.6,134,-11.700000000000056,4082,-350.1000000000013,1.0000,0.94435,0.0186,64,1,16
35,501.8,14.0,180,-21.000000000000064,4262,-371.10000000000133,1.0000,0.94189,0.0176,64,0,16
36,516.2,12.8,180,-11.000000000000028,4442,-382.1000000000014,1.0000,0.93944,0.0181,64,0,16
37,530.5,12.6,180,-17.000000000000036,4622,-399.10000000000144,1.0000,0.93699,0.0169,64,0,16
38,540.3,8.2,94,-5.699999999999995,4716,-404.80000000000143,1.0000,0.93570,0.0166,64,1,17
39,545.1,3.2,24,-2.1999999999999957,4740,-407.0000000000014,1.0000,0.93538,0.0185,64,1,18
40,559.2,12.4,180,-17.000000000000053,4920,-424.0000000000015,1.0000,0.93292,0.0179,64,0,18
41,565.3,4.4,41,-3.0499999999999945,4961,-427.0500000000015,1.0000,0.93236,0.0174,64,1,19
42,579.3,12.4,180,-21.000000000000092,5141,-448.0500000000016,1.0000,0.92991,0.0169,64,0,19
43,582.8,1.9,4,2.8000000000000003,5145,-445.2500000000016,1.0000,0.92985,0.0222,64,1,20
44,587.4,2.9,20,8.881784197001252e-16,5165,-445.2500000000016,1.0000,0.92958,0.0151,64,1,21
45,601.4,12.4,180,-13.000000000000057,5345,-458.25000000000165,1.0000,0.92713,0.0182,64,0,21
46,615.3,12.2,180,-21.00000000000006,5525,-479.2500000000017,1.0000,0.92467,0.0174,64,0,21
47,629.2,12.3,153,-12.650000000000066,5678,-491.9000000000018,1.0000,0.92259,0.0178,64,1,22
48,643.3,12.4,180,-16.999999999999993,5858,-508.9000000000018,1.0000,0.92013,0.0166,64,0,22
49,657.6,12.7,180,-13.000000000000055,6038,-521.9000000000018,1.0000,0.91768,0.0165,64,0,22
50,710.9,14.4,180,-8.999999999999993,6218,-530.9000000000018,1.0000,0.91522,0.0171,64,0,22
51,719.3,6.8,76,-6.800000000000018,6294,-537.7000000000019,1.0000,0.91419,0.0175,64,1,23
52,733.3,12.3,180,-19.000000000000085,6474,-556.700000000002,1.0000,0.91173,0.0157,64,0,23
