"episode","steps_mean","reward_mean"
1,120.66666666666667,-9.0333333333333865
2,130.0,-7.5000000000000178
3,83.0,-7.1500000000000172
4,180.0,-17.666666666666714
5,180.0,-14.333333333333385
6,121.33333333333333,-10.400000000000043
7,123.66666666666667,-9.1833333333333602
8,123.0,-10.816666666666704
9,77.333333333333329,-7.8666666666667027
10,70.0,-5.5000000000000275
11,176.66666666666666,-13.500000000000066
12,180.0,-17.666666666666739
13,126.0,-13.966666666666717
14,96.333333333333329,-8.8166666666667073
15,123.33333333333333,-8.1666666666667052
16,121.33333333333333,-10.400000000000048
17,180.0,-13.6666666666667
18,146.66666666666666,-13.666666666666714
19,180.0,-17.666666666666714
20,117.33333333333333,-10.533333333333367
21,103.66666666666667,-7.8500000000000014
22,88.666666666666671,-9.1000000000000298
23,82.333333333333329,-9.4500000000000188
24,160.0,-15.000000000000037
25,180.0,-16.33333333333341
26,169.33333333333334,-13.466666666666711
27,96.333333333333329,-7.4833333333333378
28,64.333333333333329,-4.550000000000022
29,124.33333333333333,-14.883333333333388
30,149.0,-11.116666666666688
31,122.66666666666667,-9.8000000000000274
32,180.0,-17.666666666666714
33,139.33333333333334,-12.300000000000054
34,164.66666666666666,-11.233333333333368
35,124.0,-11.200000000000044
36,124.0,-9.8666666666666938
37,180.0,-14.333333333333362
38,151.33333333333334,-12.566666666666707
39,73.333333333333329,-8.3333333333333481
40,180.0,-15.000000000000048
41,89.0,-9.7833333333333616
42,180.0,-15.666666666666734
43,76.0,-3.133333333333352
44,115.33333333333333,-7.7666666666666835
45,180.0,-18.333333333333403
46,120.66666666666667,-11.033333333333374
47,115.33333333333333,-8.433333333333378
48,168.0,-14.733333333333354
49,146.0,-12.966666666666717
50,172.0,-9.6000000000000068
51,145.33333333333334,-10.266666666666699
52,121.0,-9.7166666666667041
53,180.0,-13.66666666666667
54,122.33333333333333,-9.1166666666666867
55,131.66666666666666,-12.916666666666705
56,155.66666666666666,-12.783333333333362
57,125.66666666666667,-9.9500000000000437
58,149.33333333333334,-14.466666666666734
59,141.33333333333334,-16.733333333333388
60,124.33333333333333,-11.88333333333337
61,127.0,-14.016666666666708
62,146.0,-11.633333333333374
63,142.66666666666666,-8.1333333333333346
64,147.33333333333334,-18.366666666666731
65,65.333333333333329,-3.5999999999999912
66,180.0,-16.333333333333382
67,100.66666666666667,-7.7000000000000055
68,121.33333333333333,-10.400000000000052
69,121.66666666666667,-10.416666666666693
70,139.0,-13.283333333333379
71,180.0,-17.000000000000071
72,140.66666666666666,-10.366666666666706
73,126.0,-11.30000000000004
74,126.66666666666667,-11.333333333333377
75,74.333333333333329,-4.0500000000000087
76,144.33333333333334,-13.550000000000049
77,124.33333333333333,-7.2166666666666801
78,180.0,-14.333333333333366
79,152.66666666666666,-10.633333333333352
80,116.0,-13.13333333333336
81,130.0,-12.833333333333378
82,180.0,-17.666666666666728
83,26.666666666666668,-1.6666666666666667
84,138.33333333333334,-12.583333333333362
85,68.666666666666671,-7.4333333333333558
86,135.0,-14.083333333333364
87,108.33333333333333,-8.750000000000016
88,94.0,-8.700000000000033
89,113.33333333333333,-7.3333333333333455
90,128.66666666666666,-13.433333333333374
91,180.0,-17.000000000000043
92,121.33333333333333,-9.4000000000000199
93,96.666666666666671,-4.8333333333333366
94,76.333333333333329,-7.4833333333333512
95,76.333333333333329,-3.4833333333333307
96,104.0,-6.5333333333333572
97,132.66666666666666,-16.966666666666718
98,158.66666666666666,-14.266666666666723
99,123.0,-13.81666666666672
100,178.66666666666666,-15.933333333333385
101,180.0,-15.666666666666728
102,22.0,-0.76666666666666516
103,180.0,-17.000000000000053
104,122.33333333333333,-9.7833333333333723
