episode,time,duration,steps,reward,steps_total,reward_total,tau,epsilon,loss,batch_size
57,912.9,12.1,180,-4.18000000000002,8300,9.700000000000028,100.0000,0.88683,0.0149,64
58,924.2,9.6,116,4.883999999999979,8416,14.584000000000007,100.0000,0.88525,0.0169,64
59,938.2,12.3,180,1.820000000000011,8596,16.404000000000018,100.0000,0.88279,0.0162,64
60,952.3,12.4,180,3.820000000000011,8776,20.22400000000003,100.0000,0.88034,0.0162,64
61,966.8,12.8,180,-2.1799999999999877,8956,18.04400000000004,100.0000,0.87788,0.0161,64
62,981.2,12.6,180,1.8200000000000198,9136,19.86400000000006,100.0000,0.87543,0.0149,64
63,995.3,12.4,180,-4.180000000000044,9316,15.684000000000017,100.0000,0.87298,0.0148,64
64,1009.3,12.2,156,0.8440000000000091,9472,16.528000000000027,100.0000,0.87085,0.0150,64
65,1023.4,12.4,180,-4.179999999999991,9652,12.348000000000036,100.0000,0.86839,0.0154,64
66,1037.5,12.4,180,3.8200000000000154,9832,16.168000000000053,100.0000,0.86594,0.0156,64
67,1052.0,12.7,180,-2.18,10012,13.988000000000053,100.0000,0.86348,0.0212,64
68,1111.2,14.1,180,1.819999999999998,10192,15.808000000000051,100.0000,0.86103,0.0550,64
69,1125.5,12.6,180,-4.179999999999983,10372,11.628000000000068,100.0000,0.85858,0.0428,64
70,1139.7,12.4,180,1.8200000000000092,10552,13.448000000000077,100.0000,0.85612,0.0366,64
71,1144.6,3.2,21,0.979,10573,14.427000000000076,100.0000,0.85583,0.0333,64
72,1153.6,7.2,82,2.918000000000003,10655,17.345000000000077,100.0000,0.85472,0.0320,64
73,1167.3,12.0,180,3.820000000000012,10835,21.165000000000088,100.0000,0.85226,0.0306,64
74,1181.5,12.4,180,-0.17999999999998673,11015,20.985000000000102,100.0000,0.84981,0.0281,64
75,1189.7,6.5,70,2.9300000000000064,11085,23.91500000000011,100.0000,0.84885,0.0253,64
76,1203.5,12.1,180,1.8200000000000138,11265,25.735000000000124,100.0000,0.84640,0.0258,64
77,1217.4,12.2,180,-0.18000000000004013,11445,25.555000000000085,100.0000,0.84394,0.0251,64
78,1231.3,12.2,180,-0.17999999999999472,11625,25.37500000000009,100.0000,0.84149,0.0217,64
79,1238.9,5.9,62,-1.061999999999995,11687,24.313000000000095,100.0000,0.84064,0.0213,64
80,1253.3,12.7,180,-0.17999999999998462,11867,24.13300000000011,100.0000,0.83819,0.0229,64
81,1267.3,12.3,180,1.8200000000000076,12047,25.953000000000117,100.0000,0.83573,0.0199,64
82,1323.0,12.7,180,-4.18000000000001,12227,21.773000000000106,100.0000,0.83328,0.0210,64
83,1336.7,12.0,147,-1.146999999999987,12374,20.62600000000012,100.0000,0.83127,0.0193,64
84,1350.4,12.0,180,-2.1800000000000193,12554,18.446000000000097,100.0000,0.82882,0.0194,64
85,1355.3,3.2,22,-1.0220000000000007,12576,17.424000000000095,100.0000,0.82852,0.0179,64
86,1369.3,12.2,177,2.823000000000019,12753,20.247000000000114,100.0000,0.82611,0.0183,64
87,1385.1,14.1,180,1.8200000000000176,12933,22.06700000000013,100.0000,0.82365,0.0186,64
88,1399.0,12.3,180,-4.179999999999993,13113,17.88700000000014,100.0000,0.82120,0.0175,64
89,1413.3,12.5,180,1.8200000000000123,13293,19.70700000000015,100.0000,0.81874,0.0176,64
90,1427.0,12.0,180,-0.1799999999999934,13473,19.527000000000157,100.0000,0.81629,0.0181,64
91,1441.0,12.3,180,7.819999999999994,13653,27.34700000000015,100.0000,0.81383,0.0185,64
92,1455.3,12.5,180,1.8200000000000132,13833,29.167000000000165,100.0000,0.81138,0.0157,64
93,1469.4,12.5,180,-2.1799999999999873,14013,26.98700000000018,100.0000,0.80892,0.0164,64
94,1522.6,10.5,149,6.851000000000003,14162,33.83800000000018,100.0000,0.80689,0.0154,64
95,1538.7,14.4,180,1.820000000000014,14342,35.65800000000019,100.0000,0.80444,0.0154,64
96,1553.0,12.5,180,1.8200000000000183,14522,37.478000000000215,100.0000,0.80198,0.0162,64
97,1567.2,12.5,180,-4.180000000000034,14702,33.29800000000018,100.0000,0.79953,0.0148,64
98,1581.3,12.4,180,-0.17999999999999494,14882,33.11800000000019,100.0000,0.79707,0.0148,64
99,1595.3,12.3,180,3.8199999999999865,15062,36.93800000000017,100.0000,0.79462,0.0157,64
100,1604.9,7.9,114,2.886000000000001,15176,39.824000000000176,100.0000,0.79307,0.0141,64
101,1614.4,7.8,61,0.939,15237,40.763000000000176,100.0000,0.79223,0.0152,64
102,1628.2,12.1,180,3.8200000000000016,15417,44.583000000000176,100.0000,0.78978,0.0163,64
103,1640.1,10.2,119,-1.1189999999999878,15536,43.46400000000019,100.0000,0.78816,0.0150,64
104,1648.2,6.4,68,2.932000000000005,15604,46.39600000000019,100.0000,0.78723,0.0176,64
105,1656.2,6.2,64,-1.0639999999999938,15668,45.3320000000002,100.0000,0.78636,0.0145,64
106,1670.2,12.2,180,-4.1800000000000415,15848,41.15200000000016,100.0000,0.78390,0.0162,64
107,1684.3,12.4,180,3.8200000000000167,16028,44.97200000000017,100.0000,0.78145,0.0139,64
108,1744.3,12.5,180,1.8200000000000127,16208,46.792000000000186,100.0000,0.77899,0.0154,64
109,1758.1,12.0,180,1.8200000000000114,16388,48.6120000000002,100.0000,0.77654,0.0151,64
110,1770.0,10.2,122,8.87799999999998,16510,57.49000000000018,100.0000,0.77487,0.0166,64
111,1776.7,5.0,46,-1.0459999999999954,16556,56.44400000000019,100.0000,0.77425,0.0161,64
112,1780.8,2.3,9,0.991,16565,57.43500000000019,100.0000,0.77412,0.0133,64
113,1794.8,12.4,180,-0.17999999999999505,16745,57.255000000000194,100.0000,0.77167,0.0167,64
114,1806.2,9.7,115,2.8850000000000082,16860,60.1400000000002,100.0000,0.77010,0.0150,64
115,1820.8,12.9,180,-0.18000000000000013,17040,59.9600000000002,100.0000,0.76765,0.0160,64
116,1835.1,12.5,180,-4.179999999999993,17220,55.78000000000021,100.0000,0.76519,0.0157,64
117,1849.1,12.3,180,5.820000000000006,17400,61.600000000000215,100.0000,0.76274,0.0148,64
118,1863.1,12.3,180,-0.1799999999999935,17580,61.42000000000022,100.0000,0.76028,0.0144,64
119,1872.9,8.1,117,-1.116999999999989,17697,60.30300000000023,100.0000,0.75869,0.0140,64
120,1889.1,14.5,180,1.8200000000000136,17877,62.123000000000246,100.0000,0.75623,0.0138,64
121,1892.2,1.3,20,0.98,17897,63.10300000000024,100.0000,0.75596,0.0148,64
122,1903.9,10.0,122,2.8780000000000103,18019,65.98100000000025,100.0000,0.75430,0.0150,64
123,1961.9,14.4,158,6.842000000000001,18177,72.82300000000025,100.0000,0.75214,0.0151,64
124,1975.8,12.2,180,-2.18000000000002,18357,70.64300000000023,100.0000,0.74969,0.0146,64
125,1981.4,3.9,33,0.9670000000000005,18390,71.61000000000023,100.0000,0.74924,0.0140,64
126,1995.4,12.3,180,3.8200000000000194,18570,75.43000000000025,100.0000,0.74678,0.0155,64
127,2007.1,10.0,121,-3.121000000000025,18691,72.30900000000022,100.0000,0.74513,0.0152,64
128,2012.9,4.0,36,0.9640000000000023,18727,73.27300000000022,100.0000,0.74464,0.0131,64
129,2026.9,12.3,180,5.820000000000004,18907,79.09300000000023,100.0000,0.74219,0.0149,64
130,2041.4,12.9,180,-4.180000000000013,19087,74.91300000000022,100.0000,0.73973,0.0138,64
131,2055.9,12.8,180,-2.1799999999999957,19267,72.73300000000023,100.0000,0.73728,0.0144,64
132,2071.2,13.5,170,2.8300000000000174,19437,75.56300000000024,100.0000,0.73496,0.0144,64
133,2082.7,9.8,116,0.8840000000000074,19553,76.44700000000026,100.0000,0.73338,0.0150,64
134,2096.9,12.5,180,-0.17999999999999383,19733,76.26700000000027,100.0000,0.73092,0.0155,64
135,2110.9,12.3,180,-4.180000000000041,19913,72.08700000000023,100.0000,0.72847,0.0146,64
136,2120.7,8.1,89,-1.088999999999991,20002,70.99800000000025,100.0000,0.72725,0.0169,64
137,2178.2,11.3,138,-9.137999999999938,20140,61.86000000000031,100.0000,0.72537,0.0539,64
138,2183.0,3.0,21,-3.0209999999999995,20161,58.83900000000031,100.0000,0.72509,0.0447,64
139,2197.3,12.6,180,-0.17999999999998995,20341,58.65900000000032,100.0000,0.72263,0.0455,64
140,2211.7,12.7,180,-0.17999999999998262,20521,58.47900000000033,100.0000,0.72018,0.0391,64
141,2225.6,12.2,180,1.8200000000000167,20701,60.29900000000035,100.0000,0.71772,0.0370,64
142,2232.3,5.0,50,0.9500000000000005,20751,61.24900000000035,100.0000,0.71704,0.0388,64
143,2246.4,12.3,180,-6.180000000000017,20931,55.06900000000034,100.0000,0.71459,0.0350,64
144,2260.5,12.4,180,-0.17999999999999827,21111,54.88900000000034,100.0000,0.71213,0.0325,64
145,2268.1,5.9,61,0.939,21172,55.82800000000034,100.0000,0.71130,0.0335,64
146,2271.8,2.0,4,0.996,21176,56.82400000000034,100.0000,0.71125,0.0283,64
147,2274.0,0.5,7,0.993,21183,57.81700000000034,100.0000,0.71115,0.0256,64
148,2284.6,8.9,80,2.9200000000000057,21263,60.73700000000035,100.0000,0.71006,0.0303,64
149,2298.9,12.6,180,5.819999999999983,21443,66.55700000000033,100.0000,0.70760,0.0298,64
150,2302.5,1.9,3,0.997,21446,67.55400000000033,100.0000,0.70756,0.0314,64
151,2315.1,10.9,133,4.867000000000006,21579,72.42100000000033,100.0000,0.70575,0.0291,64
152,2329.1,12.3,180,-0.17999999999999183,21759,72.24100000000034,100.0000,0.70330,0.0292,64
153,2343.4,12.6,180,-0.17999999999999072,21939,72.06100000000035,100.0000,0.70084,0.0265,64
154,2347.7,2.5,12,2.9880000000000013,21951,75.04900000000035,100.0000,0.70068,0.0291,64
155,2352.7,3.3,22,-1.021999999999998,21973,74.02700000000036,100.0000,0.70038,0.0261,64
156,2367.1,12.8,180,-0.17999999999999516,22153,73.84700000000036,100.0000,0.69792,0.0269,64
157,2417.4,7.1,55,4.945000000000003,22208,78.79200000000037,100.0000,0.69717,0.0269,64
158,2431.4,12.3,180,-2.1799999999999935,22388,76.61200000000038,100.0000,0.69472,0.0271,64
159,2436.6,3.4,25,2.9750000000000014,22413,79.58700000000039,100.0000,0.69438,0.0268,64
160,2449.6,11.3,136,4.864000000000004,22549,84.45100000000039,100.0000,0.69252,0.0255,64
161,2464.1,12.8,180,-2.1799999999999944,22729,82.2710000000004,100.0000,0.69007,0.0246,64
162,2469.8,3.9,34,-1.0339999999999971,22763,81.2370000000004,100.0000,0.68960,0.0282,64
163,2475.5,4.0,34,0.966,22797,82.2030000000004,100.0000,0.68914,0.0246,64
164,2487.8,10.6,156,2.8440000000000145,22953,85.04700000000041,100.0000,0.68701,0.0251,64
165,2503.7,14.1,180,1.820000000000007,23133,86.86700000000042,100.0000,0.68456,0.0237,64
166,2518.2,12.8,180,1.8200000000000198,23313,88.68700000000044,100.0000,0.68210,0.0216,64
167,2524.3,4.4,38,0.962,23351,89.64900000000044,100.0000,0.68159,0.0236,64
168,2536.8,10.7,131,4.869000000000013,23482,94.51800000000046,100.0000,0.67980,0.0229,64
169,2551.2,12.7,180,-0.1799999999999815,23662,94.33800000000048,100.0000,0.67735,0.0219,64
170,2559.8,6.9,76,6.924000000000002,23738,101.26200000000048,100.0000,0.67631,0.0198,64
171,2574.2,12.7,180,1.8200000000000056,23918,103.08200000000049,100.0000,0.67385,0.0209,64
172,2588.1,12.2,180,7.819999999999971,24098,110.90200000000046,100.0000,0.67140,0.0212,64
173,2641.9,14.0,180,1.8200000000000125,24278,112.72200000000046,100.0000,0.66894,0.0214,64
174,2656.3,12.6,180,1.8200000000000194,24458,114.54200000000048,100.0000,0.66649,0.0192,64
175,2670.3,12.3,180,-2.1799999999999993,24638,112.36200000000049,100.0000,0.66404,0.0196,64
176,2684.6,12.6,180,-0.17999999999998706,24818,112.1820000000005,100.0000,0.66158,0.0187,64
177,2698.6,12.3,180,-2.1799999999999833,24998,110.00200000000052,100.0000,0.65913,0.0197,64
178,2705.1,4.8,43,2.9570000000000003,25041,112.95900000000051,100.0000,0.65854,0.0200,64
179,2719.5,12.7,180,-2.1799999999999975,25221,110.77900000000052,100.0000,0.65609,0.0210,64
180,2733.4,12.1,180,1.820000000000006,25401,112.59900000000053,100.0000,0.65363,0.0192,64
181,2747.3,12.2,180,3.820000000000011,25581,116.41900000000054,100.0000,0.65118,0.0187,64
182,2751.2,2.2,7,0.993,25588,117.41200000000053,100.0000,0.65108,0.0183,64
183,2765.3,12.4,180,3.8200000000000145,25768,121.23200000000054,100.0000,0.64863,0.0191,64
184,2771.1,4.1,33,-1.0329999999999995,25801,120.19900000000054,100.0000,0.64818,0.0189,64
185,2774.8,2.0,4,0.996,25805,121.19500000000053,100.0000,0.64812,0.0243,64
186,2786.3,9.8,122,2.8780000000000032,25927,124.07300000000053,100.0000,0.64646,0.0179,64
187,2801.3,13.2,168,4.832000000000013,26095,128.90500000000054,100.0000,0.64417,0.0195,64
188,2853.9,8.6,75,2.9250000000000025,26170,131.83000000000055,100.0000,0.64314,0.0207,64
189,2868.1,12.5,180,3.820000000000019,26350,135.65000000000057,100.0000,0.64069,0.0176,64
190,2882.5,12.7,180,3.820000000000018,26530,139.4700000000006,100.0000,0.63824,0.0187,64
191,2896.6,12.4,180,1.8200000000000116,26710,141.29000000000062,100.0000,0.63578,0.0178,64
192,2906.2,7.9,89,-1.0889999999999982,26799,140.20100000000062,100.0000,0.63457,0.0185,64
193,2920.1,12.2,180,1.820000000000015,26979,142.02100000000064,100.0000,0.63211,0.0188,64
194,2932.1,10.3,130,4.8699999999999815,27109,146.89100000000062,100.0000,0.63034,0.0176,64
195,2936.4,2.5,12,0.988,27121,147.87900000000062,100.0000,0.63018,0.0175,64
196,2940.0,1.8,2,0.998,27123,148.8770000000006,100.0000,0.63015,0.0381,64
197,2953.8,12.1,180,5.819999999999977,27303,154.69700000000057,100.0000,0.62769,0.0184,64
198,2959.9,4.3,64,4.936000000000001,27367,159.63300000000058,100.0000,0.62682,0.0200,64
199,2974.9,13.3,141,0.8590000000000082,27508,160.4920000000006,100.0000,0.62490,0.0202,64
200,2985.6,9.0,107,-1.1069999999999949,27615,159.3850000000006,100.0000,0.62344,0.0191,64
201,2989.5,2.2,8,-1.0079999999999991,27623,158.37700000000058,100.0000,0.62333,0.0205,64
202,3003.4,12.2,180,-0.18000000000001504,27803,158.19700000000057,100.0000,0.62088,0.0192,64
203,3017.4,12.2,180,3.8199999999999856,27983,162.01700000000056,100.0000,0.61842,0.0197,64
204,3023.0,3.8,32,2.968000000000001,28015,164.98500000000055,100.0000,0.61799,0.0194,64
205,3074.4,12.2,180,3.8199999999999696,28195,168.80500000000052,100.0000,0.61553,0.0189,64
206,3082.8,6.6,72,2.9279999999999955,28267,171.73300000000052,100.0000,0.61455,0.0195,64
207,3094.4,9.9,120,2.8800000000000114,28387,174.61300000000054,100.0000,0.61291,0.0181,64
208,3104.0,7.9,88,4.912000000000009,28475,179.52500000000055,100.0000,0.61171,0.0183,64
209,3119.4,13.6,172,2.82800000000001,28647,182.35300000000055,100.0000,0.60937,0.0179,64
210,3133.5,12.4,180,3.82000000000001,28827,186.17300000000057,100.0000,0.60691,0.0190,64
211,3139.1,3.9,33,2.967000000000003,28860,189.14000000000058,100.0000,0.60646,0.0213,64
212,3146.1,5.2,54,6.945999999999993,28914,196.08600000000058,100.0000,0.60573,0.0191,64
213,3160.2,12.4,180,-0.1799999999999815,29094,195.9060000000006,100.0000,0.60327,0.0173,64
214,3171.6,9.7,119,2.8810000000000056,29213,198.7870000000006,100.0000,0.60165,0.0181,64
215,3186.3,13.0,180,-2.179999999999982,29393,196.60700000000062,100.0000,0.59919,0.0169,64
216,3192.2,4.2,38,0.9620000000000027,29431,197.5690000000006,100.0000,0.59868,0.0169,64
217,3204.5,10.6,132,2.868000000000006,29563,200.4370000000006,100.0000,0.59688,0.0181,64
218,3211.2,5.0,51,0.9490000000000027,29614,201.38600000000062,100.0000,0.59618,0.0193,64
219,3222.8,9.8,144,4.856000000000014,29758,206.24200000000064,100.0000,0.59422,0.0183,64
220,3230.0,5.5,31,0.9690000000000003,29789,207.21100000000064,100.0000,0.59379,0.0193,64
221,3244.1,12.3,180,5.81999999999999,29969,213.03100000000063,100.0000,0.59134,0.0186,64
222,3251.8,6.0,85,4.9150000000000045,30054,217.94600000000062,100.0000,0.59018,0.0371,64
223,3304.5,10.2,124,4.875999999999975,30178,222.8220000000006,100.0000,0.58849,0.0437,64
224,3313.5,7.3,110,0.8900000000000093,30288,223.71200000000061,100.0000,0.58699,0.0437,64
225,3329.5,14.3,180,1.820000000000008,30468,225.53200000000064,100.0000,0.58453,0.0381,64
226,3340.7,9.5,116,0.8840000000000047,30584,226.41600000000065,100.0000,0.58295,0.0397,64
227,3354.3,11.8,180,5.81999999999998,30764,232.23600000000064,100.0000,0.58050,0.0370,64
228,3368.2,12.2,180,-2.1800000000000175,30944,230.05600000000064,100.0000,0.57804,0.0356,64
229,3382.1,12.2,180,3.820000000000004,31124,233.87600000000063,100.0000,0.57559,0.0345,64
230,3396.0,12.3,180,-0.17999999999998462,31304,233.69600000000065,100.0000,0.57313,0.0347,64
231,3409.7,11.9,180,3.820000000000016,31484,237.51600000000067,100.0000,0.57068,0.0314,64
232,3423.5,12.1,180,-0.17999999999999616,31664,237.33600000000067,100.0000,0.56823,0.0312,64
233,3436.4,11.2,173,0.8269999999999977,31837,238.16300000000066,100.0000,0.56587,0.0313,64
234,3452.0,13.9,180,-2.180000000000035,32017,235.98300000000063,100.0000,0.56341,0.0306,64
235,3503.2,13.5,180,3.8200000000000154,32197,239.80300000000065,100.0000,0.56096,0.0287,64
236,3507.8,2.8,17,-3.016999999999998,32214,236.78600000000066,100.0000,0.56073,0.0293,64
237,3511.8,2.3,8,0.992,32222,237.77800000000065,100.0000,0.56062,0.0301,64
238,3515.6,2.1,6,0.994,32228,238.77200000000065,100.0000,0.56053,0.0273,64
239,3521.8,4.4,41,0.9590000000000013,32269,239.73100000000065,100.0000,0.55998,0.0317,64
240,3527.7,4.3,38,-1.0380000000000074,32307,238.69300000000064,100.0000,0.55946,0.0333,64
241,3541.5,12.0,180,1.8199999999999932,32487,240.51300000000063,100.0000,0.55700,0.0307,64
242,3550.2,7.0,79,2.921000000000008,32566,243.43400000000065,100.0000,0.55593,0.0315,64
243,3564.3,12.3,180,-0.17999999999999838,32746,243.25400000000064,100.0000,0.55347,0.0289,64
244,3571.3,5.3,53,4.947000000000004,32799,248.20100000000065,100.0000,0.55275,0.0268,64
245,3581.2,8.1,96,6.904000000000006,32895,255.10500000000064,100.0000,0.55144,0.0283,64
246,3594.9,12.0,180,-0.17999999999998584,33075,254.92500000000067,100.0000,0.54898,0.0281,64
247,3604.3,7.7,88,0.9120000000000037,33163,255.83700000000067,100.0000,0.54778,0.0301,64
248,3611.0,5.0,46,4.954000000000002,33209,260.7910000000007,100.0000,0.54716,0.0299,64
249,3614.6,1.9,3,0.997,33212,261.7880000000007,100.0000,0.54712,0.0288,64
250,3625.5,9.2,113,-1.1129999999999916,33325,260.6750000000007,100.0000,0.54557,0.0280,64
251,3630.6,3.4,25,2.9750000000000005,33350,263.6500000000007,100.0000,0.54523,0.0268,64
252,3634.9,2.5,12,0.9880000000000004,33362,264.6380000000007,100.0000,0.54507,0.0268,64
253,3643.2,6.6,72,4.928000000000003,33434,269.5660000000007,100.0000,0.54409,0.0264,64
254,3647.6,2.7,15,0.9850000000000008,33449,270.5510000000007,100.0000,0.54388,0.0250,64
255,3654.8,5.4,55,0.9450000000000003,33504,271.4960000000007,100.0000,0.54313,0.0308,64
256,3668.7,12.2,180,3.8200000000000136,33684,275.3160000000007,100.0000,0.54068,0.0282,64
257,3682.7,12.2,180,5.819999999999954,33864,281.13600000000065,100.0000,0.53822,0.0286,64
258,3694.0,9.5,117,0.8830000000000086,33981,282.01900000000063,100.0000,0.53663,0.0277,64
259,3698.3,2.7,14,0.9860000000000008,33995,283.0050000000006,100.0000,0.53644,0.0320,64
260,3702.0,2.0,4,0.996,33999,284.0010000000006,100.0000,0.53638,0.0302,64
261,3707.3,3.6,28,2.972000000000002,34027,286.9730000000006,100.0000,0.53600,0.0278,64
262,3754.5,8.4,75,2.925000000000006,34102,289.8980000000006,100.0000,0.53498,0.0287,64
263,3768.3,12.0,180,3.8200000000000065,34282,293.7180000000006,100.0000,0.53252,0.0274,64
264,3781.9,11.9,180,3.820000000000012,34462,297.5380000000006,100.0000,0.53007,0.0262,64
265,3786.7,3.1,21,0.9790000000000004,34483,298.51700000000056,100.0000,0.52978,0.0278,64
266,3791.6,3.2,22,0.9780000000000009,34505,299.4950000000006,100.0000,0.52948,0.0283,64
267,3806.9,13.5,174,4.825999999999971,34679,304.32100000000054,100.0000,0.52711,0.0276,64
268,3815.8,7.2,80,2.9200000000000075,34759,307.24100000000055,100.0000,0.52602,0.0244,64
269,3829.6,12.1,180,-0.17999999999998906,34939,307.06100000000055,100.0000,0.52357,0.0251,64
270,3843.4,12.1,180,-0.1799999999999894,35119,306.88100000000054,100.0000,0.52111,0.0252,64
271,3857.2,12.0,180,7.819999999999952,35299,314.7010000000005,100.0000,0.51866,0.0257,64
272,3869.6,10.7,131,6.868999999999974,35430,321.57000000000045,100.0000,0.51687,0.0251,64
273,3883.2,11.9,180,1.8199999999999967,35610,323.39000000000044,100.0000,0.51442,0.0247,64
274,3896.8,11.9,180,3.8199999999999683,35790,327.21000000000043,100.0000,0.51196,0.0237,64
275,3908.4,9.9,124,-3.1239999999999974,35914,324.0860000000004,100.0000,0.51027,0.0286,64
276,3923.4,13.2,169,4.831000000000017,36083,328.9170000000004,100.0000,0.50797,0.0250,64
277,3973.2,5.1,52,2.9480000000000053,36135,331.8650000000004,100.0000,0.50726,0.0253,64
278,3977.1,2.1,6,-1.0059999999999993,36141,330.85900000000044,100.0000,0.50717,0.0240,64
279,3984.0,5.2,52,2.9480000000000044,36193,333.8070000000004,100.0000,0.50647,0.0244,64
280,3998.2,12.5,180,1.820000000000019,36373,335.6270000000004,100.0000,0.50401,0.0252,64
281,4011.8,11.9,180,5.819999999999992,36553,341.4470000000004,100.0000,0.50156,0.0251,64
