"episode","steps_mean","reward_mean"
1,120.33333333333333,3.31666666666667
2,132.0,3.4000000000000021
3,147.33333333333334,6.2999999999999856
4,132.0,3.7333333333333449
5,180.0,-1.6666666666666528
6,121.0,-0.38333333333332636
7,145.33333333333334,-0.26666666666665567
8,107.66666666666667,3.2833333333333425
9,158.0,2.1000000000000045
10,16.333333333333332,2.8500000000000001
11,180.0,-2.3333333333333299
12,112.0,1.7333333333333361
13,128.66666666666666,0.89999999999999991
14,84.666666666666671,1.1000000000000045
15,148.33333333333334,1.5833333333333452
16,115.33333333333333,-0.43333333333332796
17,180.0,-2.3333333333333091
18,110.66666666666667,1.800000000000004
19,173.0,1.0166666666666819
20,104.66666666666667,4.7666666666666719
21,180.0,0.33333333333334286
22,122.66666666666667,-0.46666666666665951
23,131.0,2.4500000000000077
24,90.333333333333329,0.15000000000000346
25,180.0,-2.3333333333333273
26,180.0,-0.33333333333333215
27,117.0,4.1500000000000092
28,180.0,-2.3333333333333202
29,170.0,0.50000000000000699
30,180.0,-2.9999999999999871
31,126.0,0.033333333333347724
32,78.333333333333329,-0.58333333333332715
33,84.0,4.8000000000000016
34,123.33333333333333,-0.49999999999999173
35,137.0,2.8166666666666789
36,138.33333333333334,2.0833333333333464
37,180.0,-2.9999999999999929
38,134.0,0.96666666666667567
39,180.0,0.33333333333332682
40,137.33333333333334,0.80000000000001048
41,128.0,-0.066666666666653704
42,164.0,5.1333333333333409
43,180.0,-0.99999999999999023
44,23.666666666666668,3.1499999999999999
45,123.33333333333333,-0.49999999999998695
46,175.33333333333334,2.233333333333348
47,162.66666666666666,-0.46666666666665907
48,176.0,1.5333333333333501
49,131.33333333333334,-2.2333333333333192
50,120.66666666666667,0.30000000000000632
51,180.0,-2.3333333333333304
52,75.333333333333329,0.90000000000000291
53,167.33333333333334,-0.69999999999999185
54,175.33333333333334,0.90000000000000135
55,180.0,0.33333333333334236
56,131.0,-0.88333333333332698
57,124.33333333333333,0.4500000000000049
58,133.66666666666666,-0.34999999999998838
59,180.0,-2.3333333333333228
60,131.66666666666666,-0.24999999999998757
61,92.333333333333329,4.7166666666666721
62,144.33333333333334,0.45000000000000734
63,112.66666666666667,2.3666666666666707
64,146.0,7.0333333333333456
65,94.0,3.3000000000000065
66,99.666666666666671,1.6833333333333362
67,149.66666666666666,5.8500000000000201
68,180.0,0.33333333333334297
69,121.33333333333333,0.933333333333346
70,113.66666666666667,4.9833333333333387
71,172.0,1.4000000000000143
72,180.0,0.99999999999999956
73,79.666666666666671,3.3500000000000085
74,130.33333333333334,1.8166666666666718
75,68.666666666666671,1.9000000000000028
76,176.0,2.2000000000000148
77,99.666666666666671,5.0166666666666746
78,123.66666666666667,2.1500000000000061
79,121.33333333333333,-2.3999999999999901
80,128.33333333333334,1.9166666666666694
81,176.33333333333334,-2.4833333333333214
82,155.33333333333334,2.5666666666666758
83,161.0,-3.0499999999999887
84,120.33333333333333,1.3166666666666724
85,95.0,-0.74999999999999567
86,180.0,2.3333333333333486
87,87.0,-0.34999999999999959
88,122.66666666666667,2.8666666666666689
89,98.0,1.7666666666666726
90,147.0,-1.0166666666666604
91,122.33333333333333,-0.44999999999999457
92,124.0,0.80000000000000249
93,81.666666666666671,4.916666666666667
94,180.0,-3.6666666666666612
95,127.0,3.9833333333333396
96,176.66666666666666,-0.49999999999998401
97,131.33333333333334,1.1000000000000025
98,180.0,2.9999999999999964
99,130.66666666666666,0.46666666666667189
100,164.33333333333334,1.4500000000000106
101,180.0,-0.33333333333332477
102,113.66666666666667,2.9833333333333378
103,180.0,2.3333333333333481
104,80.0,8.3333333333333357
105,99.0,5.0500000000000043
106,121.66666666666667,0.2500000000000096
107,70.666666666666671,5.7999999999999998
108,92.666666666666671,1.3666666666666674
109,107.33333333333333,-0.69999999999999396
110,81.0,2.6166666666666685
111,96.666666666666671,5.8333333333333384
112,173.66666666666666,-2.3499999999999877
113,137.0,1.4833333333333407
114,180.0,-0.33333333333331705
115,126.0,1.3666666666666727
116,180.0,2.3333333333333477
117,164.0,0.8000000000000117
118,101.33333333333333,2.2666666666666679
119,65.0,2.4166666666666665
120,126.33333333333333,5.0166666666666755
121,155.0,4.583333333333325
122,121.0,-0.38333333333332947
123,91.333333333333329,5.7666666666666693
124,147.33333333333334,0.30000000000000421
125,121.33333333333333,3.9333333333333371
126,118.66666666666667,6.0666666666666664
127,155.33333333333334,0.56666666666667087
128,144.66666666666666,6.7666666666666844
129,163.0,0.51666666666668404
130,124.66666666666667,3.4333333333333464
131,81.666666666666671,3.2500000000000036
132,180.0,-1.6666666666666581
133,117.66666666666667,4.1166666666666698
134,138.0,2.7666666666666813
135,124.33333333333333,2.1166666666666774
136,84.666666666666671,4.7666666666666675
137,121.0,4.283333333333351
138,180.0,0.33333333333334075
139,98.666666666666671,4.4000000000000101
140,93.666666666666671,4.650000000000003
141,102.66666666666667,2.2000000000000073
142,175.66666666666666,-2.4499999999999891
143,132.33333333333334,5.7166666666666837
144,180.0,2.333333333333353
145,109.33333333333333,1.2000000000000075
146,179.33333333333334,-1.2999999999999838
147,96.666666666666671,5.1666666666666785
148,173.33333333333334,4.3333333333333535
149,110.66666666666667,2.4666666666666672
150,136.66666666666666,3.833333333333353
151,117.0,6.1500000000000128
152,123.66666666666667,5.4833333333333352
153,138.66666666666666,5.0666666666666673
154,178.33333333333334,4.0833333333333499
155,169.0,2.5500000000000136
156,121.66666666666667,3.5833333333333446
157,139.66666666666666,6.0166666666666586
158,169.33333333333334,4.5333333333333234
159,150.33333333333334,8.4833333333333005
160,115.66666666666667,6.8833333333333444
161,128.0,5.6000000000000023
162,168.66666666666666,4.5666666666666726
163,110.66666666666667,7.1333333333333258
164,112.66666666666667,3.7000000000000064
165,96.666666666666671,6.5000000000000115
166,180.0,5.6666666666666758
167,174.33333333333334,1.6166666666666769
168,162.66666666666666,7.2000000000000126
169,161.0,4.2833333333333306
170,135.0,2.250000000000012
171,165.33333333333334,-1.2666666666666662
172,146.33333333333334,4.0166666666666737
173,136.33333333333334,2.8500000000000134
174,121.66666666666667,9.2499999999999982
175,112.33333333333333,6.3833333333333373
176,84.0,5.8000000000000069
177,112.33333333333333,6.3833333333333471
178,144.66666666666666,3.1000000000000045
179,176.66666666666666,3.4999999999999978
180,64.0,7.7999999999999901
181,80.333333333333329,6.9833333333333414
182,143.33333333333334,5.1666666666666847
183,180.0,3.0000000000000075
184,72.0,3.0666666666666749
185,180.0,3.6666666666666665
186,115.66666666666667,4.8833333333333409
187,85.333333333333329,6.0666666666666673
188,96.333333333333329,9.8500000000000032
189,136.66666666666666,2.8333333333333282
190,171.66666666666666,5.7499999999999938
191,121.33333333333333,4.2666666666666808
192,110.66666666666667,6.8000000000000043
193,115.66666666666667,4.2166666666666739
194,180.0,2.9999999999999978
195,121.66666666666667,6.2499999999999885
196,124.66666666666667,4.1000000000000165
197,96.666666666666671,3.1666666666666679
198,93.333333333333329,3.3333333333333379
199,93.666666666666671,5.6499999999999986
200,139.0,5.3833333333333391
201,127.66666666666667,8.9500000000000011
202,121.33333333333333,4.9333333333333291
203,112.33333333333333,5.7166666666666801
204,180.0,4.9999999999999991
205,128.66666666666666,5.2333333333333298
206,116.33333333333333,6.8500000000000112
207,121.66666666666667,0.91666666666666952
208,159.33333333333334,9.3666666666666583
209,118.33333333333333,7.4166666666666563
210,135.66666666666666,6.216666666666641
211,110.0,5.5000000000000036
212,35.333333333333336,7.2333333333333343
213,81.0,4.6166666666666769
214,166.0,5.3666666666666893
215,159.33333333333334,3.7000000000000086
216,68.666666666666671,4.9000000000000004
217,167.0,5.3166666666666718
218,165.66666666666666,5.3833333333333515
219,89.333333333333329,6.8666666666666716
220,107.33333333333333,10.633333333333319
221,94.333333333333329,7.6166666666666707
222,134.66666666666666,6.2666666666666506
223,91.0,7.1166666666666645
224,85.333333333333329,9.4000000000000039
225,121.33333333333333,5.2666666666666737
226,150.66666666666666,7.4666666666666357
227,142.33333333333334,5.8833333333333497
228,93.333333333333329,5.333333333333325
229,106.33333333333333,6.6833333333333327
230,174.66666666666666,10.266666666666636
231,146.66666666666666,7.3333333333333215
232,71.333333333333329,6.7666666666666613
233,112.0,6.4000000000000057
234,155.0,6.916666666666643
235,73.666666666666671,7.31666666666667
236,118.66666666666667,10.73333333333332
237,137.0,8.8166666666666487
238,126.0,9.3666666666666352
239,87.666666666666671,9.283333333333319
240,176.0,11.533333333333252
241,133.0,11.349999999999964
242,42.333333333333336,4.8833333333333373
243,140.66666666666666,7.6333333333333471
