episode,time,duration,steps,reward,steps_total,reward_total,tau,epsilon,loss,batch_size
30,471.5,11.8,180,31.819999999999887,4262,385.73799999999994,100.0000,0.94189,0.0349,64
31,485.3,12.2,180,3.820000000000017,4442,389.55799999999994,100.0000,0.93944,0.0279,64
32,499.0,12.1,180,11.820000000000004,4622,401.37799999999993,100.0000,0.93699,0.0266,64
33,505.3,4.8,48,12.952000000000005,4670,414.3299999999999,100.0000,0.93633,0.0269,64
34,515.0,8.1,96,4.904000000000009,4766,419.2339999999999,100.0000,0.93502,0.0255,64
35,528.6,12.1,180,23.819999999999812,4946,443.05399999999975,100.0000,0.93257,0.0284,64
36,542.4,12.3,180,3.8200000000000185,5126,446.87399999999974,100.0000,0.93011,0.0264,64
37,556.3,12.3,180,15.820000000000087,5306,462.69399999999985,100.0000,0.92766,0.0262,64
38,565.9,8.1,97,16.903000000000045,5403,479.59699999999987,100.0000,0.92634,0.0277,64
39,579.7,12.2,180,11.819999999999947,5583,491.4169999999998,100.0000,0.92388,0.0263,64
40,593.1,11.8,180,23.81999999999991,5763,515.2369999999997,100.0000,0.92143,0.0254,64
41,595.1,0.4,7,8.993,5770,524.2299999999998,100.0000,0.92133,0.0264,64
42,607.4,10.8,114,16.885999999999992,5884,541.1159999999998,100.0000,0.91978,0.0274,64
43,621.0,12.0,180,23.819999999999876,6064,564.9359999999996,100.0000,0.91732,0.0259,64
44,673.9,11.9,180,19.82,6244,584.7559999999996,100.0000,0.91487,0.0270,64
45,687.6,12.2,180,19.81999999999993,6424,604.5759999999996,100.0000,0.91241,0.0258,64
46,701.6,12.4,180,11.82000000000004,6604,616.3959999999996,100.0000,0.90996,0.0258,64
47,705.9,2.7,19,4.981000000000002,6623,621.3769999999996,100.0000,0.90970,0.0230,64
48,719.7,12.2,180,15.820000000000089,6803,637.1969999999997,100.0000,0.90724,0.0240,64
49,723.9,2.7,17,0.983,6820,638.1799999999996,100.0000,0.90701,0.0229,64
50,737.7,12.2,180,23.819999999999894,7000,661.9999999999995,100.0000,0.90456,0.0239,64
51,742.8,3.6,33,16.967000000000002,7033,678.9669999999995,100.0000,0.90411,0.0283,64
52,756.3,11.9,180,27.819999999999975,7213,706.7869999999995,100.0000,0.90165,0.0287,64
53,770.1,12.2,180,23.82000000000004,7393,730.6069999999995,100.0000,0.89920,0.0270,64
54,783.5,11.8,180,23.82000000000004,7573,754.4269999999996,100.0000,0.89674,0.0284,64
55,796.5,11.5,153,8.846999999999973,7726,763.2739999999995,100.0000,0.89466,0.0283,64
56,811.2,13.1,170,16.83000000000004,7896,780.1039999999996,100.0000,0.89234,0.0252,64
57,824.8,12.0,180,27.819999999999833,8076,807.9239999999994,100.0000,0.88988,0.0248,64
58,882.9,11.8,126,4.874000000000013,8202,812.7979999999994,100.0000,0.88817,0.0242,64
59,896.4,11.9,180,19.819999999999986,8382,832.6179999999994,100.0000,0.88571,0.0285,64
60,910.0,12.0,180,27.819999999999883,8562,860.4379999999993,100.0000,0.88326,0.0248,64
61,923.6,12.0,180,11.820000000000073,8742,872.2579999999994,100.0000,0.88080,0.0273,64
62,935.1,10.0,128,12.87200000000004,8870,885.1299999999994,100.0000,0.87906,0.0247,64
63,948.3,11.6,180,23.819999999999876,9050,908.9499999999992,100.0000,0.87660,0.0241,64
64,955.4,5.5,58,4.942,9108,913.8919999999993,100.0000,0.87581,0.0228,64
65,969.0,12.1,180,15.820000000000022,9288,929.7119999999993,100.0000,0.87336,0.0239,64
66,973.1,2.6,15,4.985,9303,934.6969999999993,100.0000,0.87315,0.0207,64
67,985.9,11.3,141,12.858999999999966,9444,947.5559999999992,100.0000,0.87123,0.0255,64
68,990.4,2.9,22,12.978000000000002,9466,960.5339999999992,100.0000,0.87093,0.0215,64
69,998.1,6.1,70,16.930000000000003,9536,977.4639999999991,100.0000,0.86998,0.0247,64
70,1010.5,10.9,142,20.858000000000008,9678,998.3219999999992,100.0000,0.86804,0.0281,64
71,1023.7,11.7,180,23.81999999999983,9858,1022.141999999999,100.0000,0.86558,0.0239,64
72,1037.0,11.7,180,23.820000000000007,10038,1045.961999999999,100.0000,0.86313,0.0677,64
73,1088.2,13.7,180,7.820000000000004,10218,1053.781999999999,100.0000,0.86068,0.1459,64
74,1101.6,11.8,180,23.819999999999936,10398,1077.601999999999,100.0000,0.85822,0.1128,64
75,1115.0,11.8,180,31.820000000000014,10578,1109.421999999999,100.0000,0.85577,0.0968,64
76,1128.6,12.1,180,11.820000000000071,10758,1121.241999999999,100.0000,0.85331,0.0797,64
77,1142.3,12.2,180,23.819999999999894,10938,1145.061999999999,100.0000,0.85086,0.0691,64
78,1154.4,10.5,135,12.864999999999988,11073,1157.926999999999,100.0000,0.84902,0.0651,64
79,1168.3,12.3,180,7.8199999999999745,11253,1165.746999999999,100.0000,0.84656,0.0603,64
80,1181.9,12.1,180,15.820000000000086,11433,1181.566999999999,100.0000,0.84411,0.0551,64
81,1195.5,12.1,180,23.819999999999883,11613,1205.386999999999,100.0000,0.84165,0.0498,64
82,1208.8,11.6,180,23.819999999999883,11793,1229.206999999999,100.0000,0.83920,0.0508,64
83,1222.3,12.0,180,23.81999999999988,11973,1253.026999999999,100.0000,0.83674,0.0493,64
84,1235.4,11.5,155,16.845000000000063,12128,1269.871999999999,100.0000,0.83463,0.0466,64
85,1291.3,13.7,180,15.82000000000005,12308,1285.691999999999,100.0000,0.83217,0.0482,64
86,1297.6,4.7,48,8.952,12356,1294.643999999999,100.0000,0.83152,0.0455,64
87,1301.1,2.0,7,4.993,12363,1299.636999999999,100.0000,0.83142,0.0617,64
88,1315.1,12.4,180,15.820000000000046,12543,1315.456999999999,100.0000,0.82897,0.0403,64
89,1322.8,6.1,92,16.908000000000037,12635,1332.364999999999,100.0000,0.82772,0.0415,64
90,1329.0,4.6,24,0.976,12659,1333.3409999999992,100.0000,0.82739,0.0405,64
91,1342.8,12.2,180,19.82000000000003,12839,1353.1609999999991,100.0000,0.82493,0.0401,64
92,1349.6,5.3,56,0.944,12895,1354.104999999999,100.0000,0.82417,0.0422,64
93,1362.8,11.6,180,35.819999999999936,13075,1389.924999999999,100.0000,0.82172,0.0424,64
94,1376.4,12.0,180,19.819999999999972,13255,1409.744999999999,100.0000,0.81926,0.0395,64
95,1385.8,7.9,95,16.905000000000012,13350,1426.649999999999,100.0000,0.81797,0.0388,64
96,1399.6,12.2,180,11.820000000000046,13530,1438.469999999999,100.0000,0.81551,0.0356,64
97,1413.3,12.1,158,24.84200000000005,13688,1463.311999999999,100.0000,0.81336,0.0368,64
98,1427.7,12.8,166,16.834000000000056,13854,1480.145999999999,100.0000,0.81109,0.0334,64
99,1431.7,2.5,15,12.985000000000001,13869,1493.130999999999,100.0000,0.81089,0.0356,64
100,1445.4,12.1,180,11.819999999999968,14049,1504.9509999999989,100.0000,0.80843,0.0345,64
101,1495.0,13.6,180,7.820000000000013,14229,1512.7709999999988,100.0000,0.80598,0.0328,64
102,1496.6,0.1,2,0.998,14231,1513.7689999999989,100.0000,0.80595,0.0204,64
103,1502.2,4.0,15,8.985000000000001,14246,1522.7539999999988,100.0000,0.80575,0.0396,64
104,1516.1,12.3,180,15.820000000000022,14426,1538.5739999999987,100.0000,0.80329,0.0358,64
105,1525.3,7.6,89,20.91100000000001,14515,1559.4849999999988,100.0000,0.80208,0.0344,64
106,1539.1,12.3,180,23.819999999999958,14695,1583.3049999999987,100.0000,0.79962,0.0373,64
107,1549.5,8.9,109,4.891000000000012,14804,1588.1959999999988,100.0000,0.79814,0.0341,64
108,1552.8,1.7,2,0.998,14806,1589.1939999999988,100.0000,0.79811,0.0249,64
109,1566.4,12.0,180,19.81999999999993,14986,1609.0139999999988,100.0000,0.79566,0.0339,64
110,1580.0,12.0,180,19.81999999999993,15166,1628.8339999999987,100.0000,0.79320,0.0367,64
111,1593.5,12.0,180,31.82,15346,1660.6539999999986,100.0000,0.79075,0.0321,64
112,1606.8,11.8,180,27.81999999999982,15526,1688.4739999999983,100.0000,0.78829,0.0331,64
113,1620.4,12.1,180,11.820000000000064,15706,1700.2939999999985,100.0000,0.78584,0.0321,64
114,1626.0,4.0,37,4.963000000000003,15743,1705.2569999999985,100.0000,0.78533,0.0407,64
115,1638.5,11.0,145,24.855,15888,1730.1119999999985,100.0000,0.78336,0.0358,64
116,1652.1,12.0,180,19.820000000000018,16068,1749.9319999999984,100.0000,0.78090,0.0363,64
117,1706.4,12.0,136,16.86400000000003,16204,1766.7959999999985,100.0000,0.77905,0.0346,64
118,1720.7,12.7,169,28.830999999999946,16373,1795.6269999999984,100.0000,0.77674,0.0384,64
119,1735.1,12.8,167,12.83300000000004,16540,1808.4599999999984,100.0000,0.77446,0.0359,64
120,1748.3,11.6,180,27.819999999999975,16720,1836.2799999999984,100.0000,0.77201,0.0390,64
121,1761.9,12.1,180,27.81999999999997,16900,1864.0999999999983,100.0000,0.76956,0.0355,64
122,1775.7,12.2,180,23.81999999999997,17080,1887.9199999999983,100.0000,0.76710,0.0390,64
123,1779.4,2.2,10,4.99,17090,1892.9099999999983,100.0000,0.76696,0.0318,64
124,1787.1,6.1,67,0.9329999999999999,17157,1893.8429999999983,100.0000,0.76605,0.0374,64
125,1800.7,12.1,180,27.820000000000057,17337,1921.6629999999984,100.0000,0.76360,0.0380,64
126,1814.1,11.8,180,23.8199999999999,17517,1945.4829999999984,100.0000,0.76114,0.0369,64
127,1822.9,7.3,108,20.89199999999998,17625,1966.3749999999984,100.0000,0.75967,0.0361,64
128,1827.8,3.3,3,0.997,17628,1967.3719999999985,100.0000,0.75963,0.0242,64
129,1833.7,4.4,44,12.956000000000005,17672,1980.3279999999984,100.0000,0.75903,0.0286,64
130,1847.6,12.3,180,7.819999999999965,17852,1988.1479999999983,100.0000,0.75657,0.0366,64
131,1861.4,12.2,180,7.819999999999993,18032,1995.9679999999983,100.0000,0.75412,0.0354,64
132,1910.4,11.8,129,16.870999999999974,18161,2012.8389999999981,100.0000,0.75236,0.0367,64
133,1915.2,3.2,25,8.975,18186,2021.813999999998,100.0000,0.75202,0.0371,64
134,1925.9,9.1,118,28.88199999999991,18304,2050.695999999998,100.0000,0.75041,0.0326,64
135,1939.6,12.2,180,7.819999999999948,18484,2058.5159999999983,100.0000,0.74796,0.0356,64
136,1953.1,12.0,180,11.820000000000034,18664,2070.3359999999984,100.0000,0.74550,0.0340,64
137,1966.6,11.9,180,23.820000000000007,18844,2094.1559999999986,100.0000,0.74305,0.0343,64
138,1977.9,9.7,119,8.881000000000004,18963,2103.0369999999984,100.0000,0.74142,0.0343,64
139,1991.5,12.0,180,31.81999999999986,19143,2134.856999999998,100.0000,0.73897,0.0346,64
140,2002.1,9.1,113,8.886999999999974,19256,2143.7439999999983,100.0000,0.73743,0.0337,64
141,2016.0,12.3,180,11.820000000000034,19436,2155.5639999999985,100.0000,0.73497,0.0321,64
142,2029.7,12.2,180,15.819999999999988,19616,2171.3839999999987,100.0000,0.73252,0.0340,64
143,2038.1,6.8,78,4.922000000000003,19694,2176.3059999999987,100.0000,0.73146,0.0349,64
144,2051.9,12.2,180,11.820000000000016,19874,2188.125999999999,100.0000,0.72900,0.0328,64
145,2056.8,3.3,28,8.971999999999994,19902,2197.097999999999,100.0000,0.72862,0.0322,64
146,2061.2,2.8,20,8.98,19922,2206.077999999999,100.0000,0.72835,0.0355,64
147,2065.7,2.9,22,4.9780000000000015,19944,2211.055999999999,100.0000,0.72805,0.0403,64
148,2075.2,8.0,96,12.903999999999984,20040,2223.959999999999,100.0000,0.72674,0.0973,64
149,2116.5,5.8,43,12.957000000000003,20083,2236.916999999999,100.0000,0.72615,0.1727,64
150,2130.7,12.7,163,12.836999999999962,20246,2249.753999999999,100.0000,0.72393,0.1564,64
151,2139.9,7.6,91,24.90900000000002,20337,2274.662999999999,100.0000,0.72269,0.1416,64
152,2151.8,10.4,135,24.864999999999924,20472,2299.527999999999,100.0000,0.72085,0.1312,64
153,2165.5,12.1,180,23.819999999999826,20652,2323.3479999999986,100.0000,0.71839,0.1229,64
154,2179.0,12.0,180,31.819999999999823,20832,2355.1679999999983,100.0000,0.71594,0.1104,64
155,2182.3,1.7,2,0.998,20834,2356.1659999999983,100.0000,0.71591,0.1165,64
156,2190.2,6.3,76,24.923999999999975,20910,2381.0899999999983,100.0000,0.71487,0.1031,64
157,2197.8,6.1,70,16.930000000000003,20980,2398.019999999998,100.0000,0.71392,0.1065,64
158,2203.4,4.0,36,16.964000000000013,21016,2414.983999999998,100.0000,0.71343,0.1178,64
159,2217.1,12.1,180,31.819999999999848,21196,2446.803999999998,100.0000,0.71097,0.1017,64
160,2225.2,6.6,80,20.919999999999945,21276,2467.723999999998,100.0000,0.70988,0.0952,64
161,2229.0,2.2,10,8.99,21286,2476.7139999999977,100.0000,0.70975,0.0931,64
162,2242.0,11.5,149,20.851000000000017,21435,2497.564999999998,100.0000,0.70771,0.0896,64
163,2246.9,3.4,51,8.949,21486,2506.513999999998,100.0000,0.70702,0.0928,64
164,2252.6,4.1,16,4.984,21502,2511.497999999998,100.0000,0.70680,0.0817,64
165,2256.0,1.8,29,8.970999999999997,21531,2520.468999999998,100.0000,0.70640,0.1027,64
166,2263.4,5.9,43,12.957000000000003,21574,2533.4259999999977,100.0000,0.70582,0.0836,64
167,2276.0,11.0,144,20.855999999999995,21718,2554.2819999999974,100.0000,0.70385,0.0891,64
168,2284.8,7.2,84,16.91600000000001,21802,2571.1979999999976,100.0000,0.70271,0.0950,64
169,2298.4,12.1,180,11.820000000000073,21982,2583.0179999999978,100.0000,0.70025,0.0851,64
170,2311.9,11.9,180,23.82000000000003,22162,2606.837999999998,100.0000,0.69780,0.0795,64
171,2356.9,9.0,88,8.911999999999992,22250,2615.7499999999977,100.0000,0.69660,0.0764,64
172,2362.8,4.3,43,16.957000000000015,22293,2632.7069999999976,100.0000,0.69601,0.0813,64
173,2372.5,8.2,98,8.902000000000005,22391,2641.6089999999976,100.0000,0.69468,0.0748,64
174,2382.0,7.9,96,8.904000000000005,22487,2650.5129999999976,100.0000,0.69337,0.0760,64
175,2392.9,9.3,116,16.88400000000001,22603,2667.3969999999977,100.0000,0.69179,0.0732,64
176,2397.3,2.8,19,8.981000000000002,22622,2676.377999999998,100.0000,0.69153,0.0877,64
177,2410.8,11.9,180,31.81999999999988,22802,2708.1979999999976,100.0000,0.68907,0.0764,64
178,2422.8,10.5,136,16.864000000000065,22938,2725.0619999999976,100.0000,0.68722,0.0731,64
179,2427.1,2.7,19,4.981000000000001,22957,2730.042999999998,100.0000,0.68696,0.0590,64
180,2440.4,11.7,154,28.84599999999991,23111,2758.888999999998,100.0000,0.68486,0.0664,64
181,2443.9,2.0,7,0.993,23118,2759.881999999998,100.0000,0.68476,0.0877,64
182,2457.6,12.1,180,7.8199999999999585,23298,2767.701999999998,100.0000,0.68231,0.0703,64
183,2463.3,4.1,38,8.962,23336,2776.663999999998,100.0000,0.68179,0.0574,64
184,2466.8,2.0,7,0.993,23343,2777.656999999998,100.0000,0.68170,0.0820,64
185,2480.5,12.1,180,7.819999999999981,23523,2785.476999999998,100.0000,0.67924,0.0679,64
186,2493.8,11.7,180,35.819999999999986,23703,2821.296999999998,100.0000,0.67679,0.0627,64
187,2502.1,6.7,101,12.898999999999987,23804,2834.195999999998,100.0000,0.67541,0.0618,64
188,2516.8,13.2,180,23.81999999999985,23984,2858.015999999998,100.0000,0.67295,0.0648,64
189,2523.5,5.1,55,8.944999999999988,24039,2866.960999999998,100.0000,0.67220,0.0597,64
190,2577.3,13.3,180,23.819999999999922,24219,2890.7809999999977,100.0000,0.66975,0.0592,64
191,2585.6,6.7,80,20.919999999999984,24299,2911.7009999999977,100.0000,0.66866,0.0619,64
192,2599.1,12.0,180,27.8199999999999,24479,2939.5209999999975,100.0000,0.66620,0.0606,64
193,2609.4,8.7,108,16.892000000000028,24587,2956.4129999999973,100.0000,0.66473,0.0576,64
194,2623.0,12.0,180,23.81999999999993,24767,2980.232999999997,100.0000,0.66228,0.0594,64
195,2636.6,12.1,180,19.82000000000006,24947,3000.052999999997,100.0000,0.65982,0.0573,64
196,2640.8,2.7,18,4.982000000000001,24965,3005.034999999997,100.0000,0.65958,0.0470,64
197,2645.7,3.3,28,16.97200000000001,24993,3022.0069999999973,100.0000,0.65919,0.0643,64
198,2658.9,11.7,180,35.819999999999894,25173,3057.826999999997,100.0000,0.65674,0.0566,64
199,2662.3,1.8,4,0.996,25177,3058.822999999997,100.0000,0.65669,0.0513,64
200,2668.4,4.5,47,12.952999999999996,25224,3071.775999999997,100.0000,0.65604,0.0586,64
201,2682.0,12.1,180,19.819999999999954,25404,3091.5959999999973,100.0000,0.65359,0.0579,64
202,2695.7,12.1,180,23.819999999999943,25584,3115.4159999999974,100.0000,0.65114,0.0574,64
203,2708.7,11.5,180,35.81999999999995,25764,3151.2359999999976,100.0000,0.64868,0.0561,64
204,2713.9,3.6,31,8.969000000000001,25795,3160.2049999999977,100.0000,0.64826,0.0467,64
205,2727.3,11.8,180,27.819999999999865,25975,3188.0249999999974,100.0000,0.64580,0.0594,64
206,2734.8,5.9,95,36.905000000000044,26070,3224.9299999999976,100.0000,0.64451,0.0557,64
207,2779.1,5.5,37,12.963000000000001,26107,3237.8929999999978,100.0000,0.64400,0.0642,64
208,2789.2,8.5,108,20.891999999999964,26215,3258.7849999999976,100.0000,0.64253,0.0600,64
209,2795.7,5.0,51,4.949000000000005,26266,3263.7339999999976,100.0000,0.64184,0.0570,64
210,2802.9,5.7,61,4.939,26327,3268.6729999999975,100.0000,0.64100,0.0544,64
211,2808.8,4.4,42,4.958,26369,3273.6309999999976,100.0000,0.64043,0.0513,64
212,2822.5,12.1,180,15.81999999999998,26549,3289.4509999999977,100.0000,0.63798,0.0571,64
213,2826.1,2.0,7,4.993,26556,3294.4439999999977,100.0000,0.63788,0.0427,64
214,2837.1,9.5,118,16.882000000000055,26674,3311.3259999999977,100.0000,0.63627,0.0577,64
215,2850.6,11.9,180,39.82000000000011,26854,3351.145999999998,100.0000,0.63382,0.0564,64
216,2859.0,6.9,81,24.919000000000025,26935,3376.064999999998,100.0000,0.63271,0.0601,64
217,2864.1,3.5,31,8.968999999999996,26966,3385.033999999998,100.0000,0.63229,0.0531,64
218,2874.1,8.5,106,36.89400000000001,27072,3421.927999999998,100.0000,0.63084,0.0624,64
219,2887.6,11.9,180,15.820000000000046,27252,3437.7479999999982,100.0000,0.62839,0.0561,64
220,2900.0,10.8,145,28.854999999999908,27397,3466.6029999999982,100.0000,0.62641,0.0570,64
221,2913.2,11.7,180,23.819999999999954,27577,3490.4229999999984,100.0000,0.62396,0.0556,64
222,2916.6,1.8,4,0.996,27581,3491.4189999999985,100.0000,0.62390,0.0612,64
223,2929.9,11.7,180,23.819999999999983,27761,3515.2389999999987,100.0000,0.62145,0.0567,64
224,2940.7,9.3,121,32.878999999999905,27882,3548.1179999999986,100.0000,0.61980,0.0527,64
225,2946.7,4.4,44,8.956,27926,3557.0739999999987,100.0000,0.61920,0.0528,64
226,2950.3,2.1,8,0.992,27934,3558.065999999999,100.0000,0.61909,0.0553,64
227,2964.5,12.7,173,36.82699999999989,28107,3594.8929999999987,100.0000,0.61673,0.0551,64
228,3012.9,14.0,168,36.83199999999994,28275,3631.7249999999985,100.0000,0.61444,0.0539,64
229,3026.1,11.7,180,39.82000000000007,28455,3671.5449999999987,100.0000,0.61199,0.0555,64
230,3030.2,2.5,16,4.984000000000002,28471,3676.5289999999986,100.0000,0.61177,0.0482,64
231,3037.7,5.9,65,12.935000000000025,28536,3689.4639999999986,100.0000,0.61088,0.0587,64
232,3048.4,9.2,120,32.87999999999992,28656,3722.3439999999987,100.0000,0.60924,0.0544,64
233,3056.3,6.3,72,8.927999999999988,28728,3731.2719999999986,100.0000,0.60826,0.0596,64
234,3062.5,4.6,47,12.953000000000017,28775,3744.2249999999985,100.0000,0.60762,0.0483,64
235,3065.8,1.8,3,0.997,28778,3745.2219999999984,100.0000,0.60758,0.0504,64
236,3079.0,11.6,180,35.82000000000009,28958,3781.0419999999986,100.0000,0.60513,0.0536,64
237,3092.7,12.2,180,27.819999999999904,29138,3808.8619999999983,100.0000,0.60267,0.0528,64
238,3096.0,1.8,4,0.996,29142,3809.8579999999984,100.0000,0.60262,0.0540,64
239,3106.9,9.3,120,20.879999999999992,29262,3830.7379999999985,100.0000,0.60098,0.0514,64
240,3114.9,6.5,77,16.923000000000002,29339,3847.6609999999982,100.0000,0.59993,0.0552,64
241,3123.0,6.5,74,4.926000000000001,29413,3852.586999999998,100.0000,0.59892,0.0516,64
242,3137.2,12.6,171,28.828999999999866,29584,3881.415999999998,100.0000,0.59659,0.0538,64
243,3140.5,1.7,2,0.998,29586,3882.413999999998,100.0000,0.59656,0.0798,64
244,3152.2,10.1,132,28.867999999999938,29718,3911.281999999998,100.0000,0.59476,0.0606,64
245,3164.9,11.2,147,28.852999999999952,29865,3940.134999999998,100.0000,0.59276,0.0535,64
246,3173.0,6.5,72,0.9279999999999999,29937,3941.062999999998,100.0000,0.59178,0.0474,64
247,3185.8,11.3,180,35.82000000000026,30117,3976.882999999998,100.0000,0.58932,0.1530,64
248,3234.2,13.1,180,31.81999999999996,30297,4008.702999999998,100.0000,0.58687,0.1788,64
249,3238.5,2.8,19,8.981,30316,4017.6839999999984,100.0000,0.58661,0.1608,64
250,3252.6,12.5,170,36.82999999999989,30486,4054.5139999999983,100.0000,0.58429,0.1673,64
251,3265.8,11.7,180,35.82000000000005,30666,4090.3339999999985,100.0000,0.58183,0.1564,64
252,3276.9,9.5,124,32.87599999999989,30790,4123.209999999998,100.0000,0.58014,0.1427,64
253,3280.5,2.1,8,0.992,30798,4124.201999999998,100.0000,0.58003,0.1592,64
254,3284.4,2.4,13,8.987,30811,4133.1889999999985,100.0000,0.57986,0.1349,64
255,3291.7,5.7,65,20.934999999999995,30876,4154.123999999999,100.0000,0.57897,0.1463,64
256,3306.3,13.1,178,24.82199999999995,31054,4178.945999999999,100.0000,0.57654,0.1453,64
257,3309.6,1.7,3,0.997,31057,4179.942999999999,100.0000,0.57650,0.1116,64
258,3322.3,11.1,142,24.85799999999992,31199,4204.8009999999995,100.0000,0.57457,0.1394,64
259,3329.5,5.7,65,8.934999999999993,31264,4213.736,100.0000,0.57368,0.1339,64
260,3338.5,7.4,90,24.90999999999998,31354,4238.646,100.0000,0.57245,0.1353,64
261,3351.8,11.7,158,36.841999999999956,31512,4275.487999999999,100.0000,0.57030,0.1283,64
262,3361.2,7.8,98,28.901999999999912,31610,4304.389999999999,100.0000,0.56896,0.1216,64
263,3376.1,13.3,175,32.824999999999875,31785,4337.214999999999,100.0000,0.56658,0.1212,64
264,3379.6,2.0,6,0.994,31791,4338.208999999999,100.0000,0.56649,0.1227,64
265,3392.7,11.6,180,31.81999999999988,31971,4370.028999999999,100.0000,0.56404,0.1222,64
266,3396.5,2.2,32,0.968,32003,4370.9969999999985,100.0000,0.56360,0.1022,64
267,3443.9,11.2,124,36.87599999999993,32127,4407.872999999999,100.0000,0.56191,0.1257,64
268,3455.7,10.2,132,32.86799999999991,32259,4440.740999999998,100.0000,0.56011,0.1183,64
269,3460.2,3.0,23,12.977000000000004,32282,4453.717999999998,100.0000,0.55980,0.1222,64
270,3463.7,1.9,6,0.994,32288,4454.711999999998,100.0000,0.55972,0.1069,64
271,3476.8,11.6,180,31.81999999999991,32468,4486.531999999997,100.0000,0.55726,0.1150,64
272,3489.9,11.5,180,27.81999999999994,32648,4514.351999999997,100.0000,0.55481,0.1136,64
273,3500.3,8.9,112,24.887999999999963,32760,4539.239999999997,100.0000,0.55328,0.1063,64
274,3513.4,11.5,155,36.845000000000105,32915,4576.084999999997,100.0000,0.55117,0.1156,64
275,3526.7,11.7,180,31.81999999999992,33095,4607.904999999997,100.0000,0.54871,0.1078,64
276,3537.8,9.6,121,24.878999999999984,33216,4632.783999999997,100.0000,0.54706,0.1029,64
277,3551.2,11.8,180,31.819999999999936,33396,4664.603999999997,100.0000,0.54461,0.1002,64
278,3559.3,6.5,77,12.923000000000016,33473,4677.526999999996,100.0000,0.54356,0.0922,64
279,3565.6,4.7,47,12.95300000000002,33520,4690.479999999997,100.0000,0.54292,0.1073,64
280,3574.1,6.9,82,12.91800000000002,33602,4703.3979999999965,100.0000,0.54180,0.1034,64
281,3576.2,0.6,9,4.9910000000000005,33611,4708.3889999999965,100.0000,0.54167,0.0959,64
282,3590.9,13.1,156,32.84399999999988,33767,4741.2329999999965,100.0000,0.53955,0.1028,64
283,3602.9,10.4,163,32.83699999999983,33930,4774.069999999996,100.0000,0.53732,0.0955,64
284,3617.9,13.5,159,36.84099999999989,34089,4810.9109999999955,100.0000,0.53516,0.0993,64
285,3665.3,13.1,180,39.82000000000002,34269,4850.730999999995,100.0000,0.53270,0.0957,64
286,3674.5,7.6,94,32.90599999999992,34363,4883.636999999995,100.0000,0.53142,0.0903,64
287,3684.5,8.5,109,36.89100000000005,34472,4920.527999999995,100.0000,0.52993,0.0933,64
