episode,time,duration,steps,reward,steps_total,reward_total,tau,epsilon,loss,batch_size
81,1159.2,12.2,180,11.820000000000022,10691,522.3090000000004,100.0000,0.85423,0.0373,64
82,1163.5,2.6,15,2.9850000000000003,10706,525.2940000000004,100.0000,0.85402,0.0351,64
83,1177.5,12.4,180,3.820000000000019,10886,529.1140000000005,100.0000,0.85157,0.0353,64
84,1186.2,7.0,78,8.922000000000004,10964,538.0360000000005,100.0000,0.85050,0.0312,64
85,1201.4,13.3,175,12.825000000000053,11139,550.8610000000006,100.0000,0.84812,0.0304,64
86,1215.5,12.5,180,7.820000000000002,11319,558.6810000000006,100.0000,0.84566,0.0269,64
87,1229.1,12.0,180,9.82000000000002,11499,568.5010000000007,100.0000,0.84321,0.0263,64
88,1243.1,12.4,180,5.819999999999968,11679,574.3210000000006,100.0000,0.84075,0.0250,64
89,1248.8,4.1,66,8.933999999999996,11745,583.2550000000006,100.0000,0.83985,0.0260,64
90,1264.6,14.2,180,3.820000000000019,11925,587.0750000000006,100.0000,0.83740,0.0234,64
91,1278.4,12.2,180,11.820000000000052,12105,598.8950000000007,100.0000,0.83494,0.0223,64
92,1333.3,11.9,180,13.819999999999983,12285,612.7150000000006,100.0000,0.83249,0.0220,64
93,1346.9,11.9,180,11.82,12465,624.5350000000007,100.0000,0.83003,0.0210,64
94,1361.0,12.5,180,9.819999999999988,12645,634.3550000000006,100.0000,0.82758,0.0199,64
95,1368.5,5.9,63,2.9370000000000065,12708,637.2920000000006,100.0000,0.82672,0.0197,64
96,1382.1,12.0,180,19.820000000000032,12888,657.1120000000006,100.0000,0.82427,0.0195,64
97,1395.2,11.4,141,0.8589999999999999,13029,657.9710000000007,100.0000,0.82234,0.0192,64
98,1408.8,12.0,180,11.820000000000071,13209,669.7910000000007,100.0000,0.81989,0.0194,64
99,1422.9,12.5,163,18.83699999999999,13372,688.6280000000007,100.0000,0.81767,0.0185,64
100,1436.7,12.1,180,15.819999999999993,13552,704.4480000000008,100.0000,0.81521,0.0181,64
101,1449.3,11.0,136,6.863999999999976,13688,711.3120000000008,100.0000,0.81336,0.0176,64
102,1462.9,12.0,180,9.819999999999988,13868,721.1320000000007,100.0000,0.81090,0.0175,64
103,1476.7,12.2,180,11.820000000000048,14048,732.9520000000008,100.0000,0.80845,0.0172,64
104,1526.4,11.0,137,6.86300000000001,14185,739.8150000000009,100.0000,0.80658,0.0175,64
105,1540.1,12.1,180,5.81999999999998,14365,745.6350000000008,100.0000,0.80412,0.0178,64
106,1546.9,5.2,78,4.922000000000008,14443,750.5570000000008,100.0000,0.80306,0.0160,64
107,1563.0,14.5,164,12.83600000000001,14607,763.3930000000008,100.0000,0.80082,0.0174,64
108,1575.9,11.2,139,8.860999999999995,14746,772.2540000000008,100.0000,0.79893,0.0166,64
109,1579.3,1.8,2,0.998,14748,773.2520000000009,100.0000,0.79890,0.0181,64
110,1593.0,12.1,180,9.819999999999977,14928,783.0720000000008,100.0000,0.79645,0.0164,64
111,1605.9,11.2,141,8.858999999999979,15069,791.9310000000007,100.0000,0.79452,0.0170,64
112,1618.2,10.8,133,2.8670000000000084,15202,794.7980000000007,100.0000,0.79271,0.0147,64
113,1632.1,12.0,155,14.845000000000054,15357,809.6430000000007,100.0000,0.79060,0.0161,64
114,1646.3,12.6,180,-0.18000000000000013,15537,809.4630000000008,100.0000,0.78814,0.0165,64
115,1659.8,11.8,180,13.820000000000057,15717,823.2830000000008,100.0000,0.78569,0.0158,64
116,1673.7,12.3,180,7.819999999999953,15897,831.1030000000007,100.0000,0.78323,0.0155,64
117,1677.6,2.2,9,0.991,15906,832.0940000000007,100.0000,0.78311,0.0150,64
118,1692.0,12.7,169,12.831000000000012,16075,844.9250000000008,100.0000,0.78081,0.0160,64
119,1746.0,13.5,180,5.820000000000009,16255,850.7450000000008,100.0000,0.77835,0.0157,64
120,1759.8,12.2,180,5.8199999999999985,16435,856.5650000000009,100.0000,0.77590,0.0154,64
121,1774.4,13.0,171,12.829000000000038,16606,869.3940000000009,100.0000,0.77356,0.0154,64
122,1779.5,3.4,27,0.973,16633,870.3670000000009,100.0000,0.77320,0.0144,64
123,1792.8,11.7,180,13.820000000000059,16813,884.1870000000009,100.0000,0.77074,0.0158,64
124,1806.6,12.1,180,15.820000000000077,16993,900.007000000001,100.0000,0.76829,0.0153,64
125,1820.5,12.3,180,5.8199999999999985,17173,905.827000000001,100.0000,0.76583,0.0153,64
126,1828.3,6.2,65,2.9350000000000054,17238,908.7620000000011,100.0000,0.76495,0.0141,64
127,1842.1,12.2,180,11.819999999999988,17418,920.582000000001,100.0000,0.76249,0.0152,64
128,1851.6,7.8,89,2.911000000000008,17507,923.4930000000011,100.0000,0.76128,0.0157,64
129,1856.8,3.6,28,0.972,17535,924.465000000001,100.0000,0.76090,0.0134,64
130,1861.3,2.9,43,2.9570000000000034,17578,927.422000000001,100.0000,0.76031,0.0166,64
131,1876.6,13.6,180,7.81999999999996,17758,935.242000000001,100.0000,0.75786,0.0155,64
132,1890.7,12.6,180,3.820000000000018,17938,939.062000000001,100.0000,0.75540,0.0147,64
133,1904.6,12.2,180,11.820000000000084,18118,950.8820000000011,100.0000,0.75295,0.0146,64
134,1956.4,12.0,180,9.819999999999986,18298,960.702000000001,100.0000,0.75049,0.0149,64
135,1966.1,8.1,118,6.881999999999985,18416,967.584000000001,100.0000,0.74888,0.0152,64
136,1973.1,5.3,31,0.969,18447,968.553000000001,100.0000,0.74846,0.0140,64
137,1982.2,7.5,88,8.911999999999987,18535,977.465000000001,100.0000,0.74726,0.0157,64
138,1988.1,4.3,40,0.96,18575,978.4250000000011,100.0000,0.74671,0.0145,64
139,1999.5,9.7,122,14.878000000000034,18697,993.3030000000011,100.0000,0.74505,0.0148,64
140,2013.2,12.1,180,3.8200000000000194,18877,997.1230000000012,100.0000,0.74260,0.0144,64
141,2020.7,5.9,63,8.936999999999985,18940,1006.0600000000012,100.0000,0.74174,0.0163,64
142,2024.3,2.0,5,2.995,18945,1009.0550000000012,100.0000,0.74167,0.0123,64
143,2034.9,9.0,109,8.890999999999991,19054,1017.9460000000012,100.0000,0.74018,0.0155,64
144,2046.2,9.7,119,4.881000000000002,19173,1022.8270000000011,100.0000,0.73856,0.0146,64
145,2058.1,10.4,127,6.872999999999992,19300,1029.7000000000012,100.0000,0.73683,0.0152,64
146,2065.9,6.2,68,8.932000000000004,19368,1038.6320000000012,100.0000,0.73590,0.0165,64
147,2079.7,12.2,180,9.820000000000011,19548,1048.4520000000011,100.0000,0.73345,0.0151,64
148,2083.7,2.3,11,0.989,19559,1049.4410000000012,100.0000,0.73330,0.0142,64
149,2087.1,1.8,2,0.998,19561,1050.4390000000012,100.0000,0.73327,0.0169,64
150,2095.9,7.2,82,10.917999999999997,19643,1061.357000000001,100.0000,0.73215,0.0155,64
151,2102.1,4.6,71,14.929000000000016,19714,1076.2860000000012,100.0000,0.73118,0.0153,64
152,2117.2,13.5,180,7.820000000000006,19894,1084.1060000000011,100.0000,0.72873,0.0161,64
153,2130.6,11.7,180,9.81999999999997,20074,1093.926000000001,100.0000,0.72627,0.0364,64
154,2185.7,13.6,180,11.820000000000057,20254,1105.7460000000012,100.0000,0.72382,0.0544,64
155,2195.0,7.7,92,12.907999999999985,20346,1118.6540000000011,100.0000,0.72256,0.0465,64
156,2198.1,1.5,22,6.977999999999996,20368,1125.6320000000012,100.0000,0.72226,0.0433,64
157,2203.5,3.8,7,2.9930000000000003,20375,1128.6250000000011,100.0000,0.72217,0.0495,64
158,2217.5,12.3,180,5.819999999999971,20555,1134.445000000001,100.0000,0.71971,0.0441,64
159,2226.8,7.7,115,6.885000000000003,20670,1141.330000000001,100.0000,0.71815,0.0430,64
160,2240.7,12.3,133,10.866999999999992,20803,1152.197000000001,100.0000,0.71633,0.0398,64
161,2252.4,10.0,124,8.875999999999989,20927,1161.073000000001,100.0000,0.71464,0.0364,64
162,2265.7,11.7,180,15.820000000000077,21107,1176.8930000000012,100.0000,0.71219,0.0371,64
163,2273.3,6.0,64,6.936000000000004,21171,1183.829000000001,100.0000,0.71131,0.0342,64
164,2277.1,2.2,9,0.991,21180,1184.820000000001,100.0000,0.71119,0.0388,64
165,2290.9,12.2,180,9.820000000000066,21360,1194.6400000000012,100.0000,0.70874,0.0344,64
166,2297.3,4.8,46,0.954,21406,1195.5940000000012,100.0000,0.70811,0.0352,64
167,2306.2,7.3,108,10.892000000000014,21514,1206.4860000000012,100.0000,0.70664,0.0331,64
168,2321.5,13.7,180,19.820000000000036,21694,1226.3060000000012,100.0000,0.70418,0.0300,64
169,2336.4,13.3,176,16.824000000000044,21870,1243.1300000000012,100.0000,0.70178,0.0314,64
170,2344.6,6.5,74,8.925999999999984,21944,1252.0560000000012,100.0000,0.70077,0.0320,64
171,2358.1,11.9,180,13.820000000000075,22124,1265.8760000000013,100.0000,0.69832,0.0282,64
172,2405.2,5.8,40,4.9600000000000035,22164,1270.8360000000014,100.0000,0.69777,0.0287,64
173,2418.8,12.0,180,13.819999999999983,22344,1284.6560000000013,100.0000,0.69532,0.0273,64
174,2432.7,12.3,180,5.820000000000003,22524,1290.4760000000012,100.0000,0.69286,0.0276,64
175,2440.1,5.8,63,10.937000000000003,22587,1301.4130000000011,100.0000,0.69200,0.0280,64
176,2447.6,5.9,67,12.933000000000009,22654,1314.3460000000011,100.0000,0.69109,0.0279,64
177,2454.1,4.8,48,6.952000000000001,22702,1321.2980000000011,100.0000,0.69044,0.0254,64
178,2463.4,7.7,92,8.90799999999998,22794,1330.206000000001,100.0000,0.68918,0.0277,64
179,2477.4,12.4,180,7.820000000000002,22974,1338.026000000001,100.0000,0.68673,0.0257,64
180,2483.5,4.5,43,6.9569999999999945,23017,1344.983000000001,100.0000,0.68614,0.0244,64
181,2494.1,9.0,110,8.890000000000004,23127,1353.8730000000012,100.0000,0.68464,0.0249,64
182,2507.6,11.9,180,15.820000000000025,23307,1369.6930000000011,100.0000,0.68219,0.0254,64
183,2521.2,11.9,180,19.820000000000025,23487,1389.513000000001,100.0000,0.67973,0.0253,64
184,2526.7,3.8,58,8.941999999999997,23545,1398.455000000001,100.0000,0.67894,0.0233,64
185,2541.9,13.6,180,13.82000000000005,23725,1412.275000000001,100.0000,0.67649,0.0244,64
186,2556.5,13.0,169,16.831000000000003,23894,1429.106000000001,100.0000,0.67418,0.0242,64
187,2561.1,3.0,21,6.979000000000001,23915,1436.085000000001,100.0000,0.67390,0.0233,64
188,2564.5,1.8,2,0.998,23917,1437.083000000001,100.0000,0.67387,0.0320,64
189,2578.2,12.1,180,17.820000000000025,24097,1454.903000000001,100.0000,0.67141,0.0243,64
190,2628.2,3.3,25,0.975,24122,1455.8780000000008,100.0000,0.67107,0.0209,64
191,2637.0,7.1,81,8.919000000000002,24203,1464.797000000001,100.0000,0.66997,0.0249,64
192,2650.4,11.8,180,19.81999999999993,24383,1484.6170000000009,100.0000,0.66751,0.0226,64
193,2661.4,9.4,114,14.886000000000042,24497,1499.5030000000008,100.0000,0.66596,0.0248,64
194,2675.0,12.0,180,17.820000000000046,24677,1517.3230000000008,100.0000,0.66350,0.0242,64
195,2688.8,12.1,180,11.820000000000029,24857,1529.1430000000007,100.0000,0.66105,0.0238,64
196,2701.6,11.2,142,12.858000000000041,24999,1542.0010000000007,100.0000,0.65911,0.0241,64
197,2715.1,11.9,150,14.849999999999996,25149,1556.8510000000006,100.0000,0.65707,0.0224,64
198,2728.8,12.1,180,13.820000000000041,25329,1570.6710000000005,100.0000,0.65461,0.0208,64
199,2744.2,13.8,179,12.820999999999973,25508,1583.4920000000004,100.0000,0.65217,0.0222,64
200,2757.9,12.1,180,11.82000000000005,25688,1595.3120000000004,100.0000,0.64972,0.0213,64
201,2771.8,12.3,180,9.820000000000045,25868,1605.1320000000003,100.0000,0.64726,0.0211,64
202,2782.2,8.8,112,18.888000000000005,25980,1624.0200000000002,100.0000,0.64574,0.0232,64
203,2795.8,12.0,180,3.820000000000016,26160,1627.8400000000001,100.0000,0.64328,0.0208,64
204,2847.6,13.4,180,15.820000000000082,26340,1643.6600000000003,100.0000,0.64083,0.0214,64
205,2855.5,6.3,70,8.93,26410,1652.5900000000004,100.0000,0.63987,0.0222,64
206,2863.5,6.4,71,10.929000000000006,26481,1663.5190000000005,100.0000,0.63890,0.0222,64
207,2868.0,2.9,19,2.9810000000000008,26500,1666.5000000000005,100.0000,0.63864,0.0219,64
208,2881.6,12.0,180,11.819999999999983,26680,1678.3200000000004,100.0000,0.63619,0.0212,64
209,2895.0,11.9,180,15.820000000000041,26860,1694.1400000000003,100.0000,0.63374,0.0210,64
210,2906.0,9.3,117,12.883000000000024,26977,1707.0230000000004,100.0000,0.63214,0.0200,64
211,2919.7,12.2,180,9.820000000000007,27157,1716.8430000000003,100.0000,0.62969,0.0206,64
212,2926.0,4.6,44,2.956,27201,1719.7990000000002,100.0000,0.62909,0.0202,64
213,2930.6,3.0,22,4.978000000000001,27223,1724.7770000000003,100.0000,0.62879,0.0191,64
214,2939.5,7.2,85,12.915000000000028,27308,1737.6920000000002,100.0000,0.62763,0.0200,64
215,2953.1,12.1,180,11.820000000000057,27488,1749.5120000000004,100.0000,0.62517,0.0193,64
216,2966.9,12.1,180,13.820000000000059,27668,1763.3320000000006,100.0000,0.62272,0.0197,64
217,2973.5,5.0,51,8.94899999999999,27719,1772.2810000000006,100.0000,0.62202,0.0213,64
218,2987.3,12.2,180,9.82000000000003,27899,1782.1010000000006,100.0000,0.61957,0.0205,64
219,2999.0,10.1,123,12.87700000000002,28022,1794.9780000000005,100.0000,0.61789,0.0203,64
220,3048.4,14.0,180,9.820000000000071,28202,1804.7980000000007,100.0000,0.61544,0.0204,64
221,3058.1,8.1,96,8.903999999999995,28298,1813.7020000000007,100.0000,0.61413,0.0222,64
222,3060.1,0.4,6,0.994,28304,1814.6960000000006,100.0000,0.61404,0.0207,64
223,3070.2,8.5,78,8.922000000000004,28382,1823.6180000000006,100.0000,0.61298,0.0209,64
224,3084.5,12.6,162,8.837999999999996,28544,1832.4560000000006,100.0000,0.61077,0.0188,64
225,3097.4,11.2,141,16.858999999999998,28685,1849.3150000000005,100.0000,0.60885,0.0194,64
226,3111.0,12.0,180,17.82,28865,1867.1350000000004,100.0000,0.60639,0.0195,64
227,3115.7,3.0,21,0.979,28886,1868.1140000000005,100.0000,0.60611,0.0215,64
228,3129.2,11.9,180,17.820000000000032,29066,1885.9340000000004,100.0000,0.60365,0.0203,64
229,3142.7,11.9,180,17.819999999999936,29246,1903.7540000000004,100.0000,0.60120,0.0192,64
230,3156.2,11.9,180,17.819999999999972,29426,1921.5740000000003,100.0000,0.59874,0.0193,64
231,3169.9,12.0,180,13.82000000000006,29606,1935.3940000000005,100.0000,0.59629,0.0202,64
232,3176.8,5.3,56,12.944000000000003,29662,1948.3380000000004,100.0000,0.59553,0.0205,64
233,3181.1,2.7,16,4.984000000000001,29678,1953.3220000000003,100.0000,0.59531,0.0218,64
234,3194.0,11.3,141,8.859000000000012,29819,1962.1810000000003,100.0000,0.59338,0.0201,64
235,3207.9,12.2,154,12.845999999999998,29973,1975.0270000000003,100.0000,0.59128,0.0184,64
236,3221.1,11.6,180,19.81999999999999,30153,1994.8470000000002,100.0000,0.58883,0.0602,64
237,3266.1,7.7,67,14.933000000000014,30220,2009.7800000000002,100.0000,0.58792,0.0559,64
238,3279.8,12.0,180,11.820000000000023,30400,2021.6000000000001,100.0000,0.58546,0.0562,64
239,3293.3,11.9,180,5.8199999999999985,30580,2027.42,100.0000,0.58301,0.0544,64
240,3306.9,11.9,180,17.82000000000003,30760,2045.24,100.0000,0.58055,0.0551,64
241,3310.3,1.8,3,0.997,30763,2046.237,100.0000,0.58051,0.0776,64
242,3323.7,11.8,180,19.819999999999915,30943,2066.057,100.0000,0.57806,0.0490,64
243,3327.2,1.8,3,0.997,30946,2067.0539999999996,100.0000,0.57802,0.0562,64
244,3338.4,9.6,121,14.879000000000026,31067,2081.9329999999995,100.0000,0.57637,0.0492,64
245,3352.0,11.9,180,15.820000000000071,31247,2097.7529999999997,100.0000,0.57391,0.0482,64
246,3360.3,6.7,76,14.924000000000015,31323,2112.6769999999997,100.0000,0.57288,0.0485,64
247,3367.2,5.3,55,4.945000000000005,31378,2117.622,100.0000,0.57213,0.0425,64
248,3373.3,4.5,43,6.956999999999994,31421,2124.5789999999997,100.0000,0.57154,0.0470,64
249,3387.0,12.1,180,17.819999999999993,31601,2142.399,100.0000,0.56908,0.0425,64
250,3400.4,11.8,180,19.819999999999947,31781,2162.219,100.0000,0.56663,0.0432,64
251,3410.7,8.6,105,12.895000000000028,31886,2175.114,100.0000,0.56520,0.0450,64
252,3415.0,2.7,17,4.983000000000001,31903,2180.097,100.0000,0.56497,0.0403,64
253,3428.6,12.0,180,13.820000000000023,32083,2193.9170000000004,100.0000,0.56251,0.0424,64
254,3483.2,13.7,180,9.82000000000003,32263,2203.7370000000005,100.0000,0.56006,0.0399,64
255,3491.6,6.8,79,12.921000000000014,32342,2216.6580000000004,100.0000,0.55898,0.0400,64
256,3505.4,12.1,180,15.820000000000068,32522,2232.4780000000005,100.0000,0.55653,0.0426,64
257,3510.9,3.9,34,4.966000000000002,32556,2237.4440000000004,100.0000,0.55606,0.0365,64
258,3524.0,11.5,152,16.848000000000056,32708,2254.2920000000004,100.0000,0.55399,0.0359,64
259,3534.2,8.6,106,14.894000000000045,32814,2269.1860000000006,100.0000,0.55254,0.0390,64
260,3547.6,11.7,180,17.820000000000007,32994,2287.0060000000008,100.0000,0.55009,0.0368,64
261,3561.1,11.9,180,17.820000000000032,33174,2304.826000000001,100.0000,0.54763,0.0364,64
262,3566.0,3.3,26,4.974000000000001,33200,2309.800000000001,100.0000,0.54728,0.0402,64
263,3573.6,5.9,63,0.9369999999999999,33263,2310.737000000001,100.0000,0.54642,0.0363,64
264,3587.1,11.9,180,17.81999999999995,33443,2328.557000000001,100.0000,0.54397,0.0368,64
265,3591.6,2.8,18,4.982000000000001,33461,2333.539000000001,100.0000,0.54372,0.0395,64
266,3605.0,11.7,180,19.819999999999872,33641,2353.359000000001,100.0000,0.54127,0.0361,64
267,3618.4,11.8,180,15.82000000000007,33821,2369.179000000001,100.0000,0.53881,0.0348,64
268,3621.8,1.8,2,0.998,33823,2370.177000000001,100.0000,0.53878,0.0279,64
269,3632.5,9.1,109,10.891000000000012,33932,2381.068000000001,100.0000,0.53730,0.0349,64
270,3639.0,4.9,50,6.949999999999992,33982,2388.018000000001,100.0000,0.53662,0.0365,64
271,3654.0,13.3,175,12.825000000000014,34157,2400.8430000000008,100.0000,0.53423,0.0345,64
272,3704.8,12.6,142,18.857999999999983,34299,2419.701000000001,100.0000,0.53229,0.0355,64
273,3718.6,12.1,180,13.820000000000045,34479,2433.521000000001,100.0000,0.52984,0.0345,64
274,3731.9,11.7,180,19.819999999999908,34659,2453.341000000001,100.0000,0.52738,0.0362,64
275,3745.2,11.7,180,19.819999999999933,34839,2473.1610000000005,100.0000,0.52493,0.0339,64
276,3758.7,11.8,180,11.820000000000013,35019,2484.9810000000007,100.0000,0.52247,0.0333,64
277,3767.0,6.7,77,14.923000000000007,35096,2499.904000000001,100.0000,0.52142,0.0322,64
278,3780.2,11.6,180,19.819999999999933,35276,2519.7240000000006,100.0000,0.51897,0.0340,64
279,3794.1,12.2,160,18.84000000000005,35436,2538.5640000000008,100.0000,0.51679,0.0352,64
280,3806.8,11.0,146,16.854000000000013,35582,2555.4180000000006,100.0000,0.51480,0.0332,64
281,3820.6,12.2,164,16.836,35746,2572.2540000000004,100.0000,0.51256,0.0342,64
282,3833.9,11.7,180,17.81999999999998,35926,2590.0740000000005,100.0000,0.51011,0.0327,64
283,3847.3,11.7,180,19.819999999999954,36106,2609.8940000000007,100.0000,0.50765,0.0342,64
284,3902.0,11.8,180,13.820000000000078,36286,2623.714000000001,100.0000,0.50520,0.0318,64
285,3907.9,4.2,41,6.958999999999999,36327,2630.6730000000007,100.0000,0.50464,0.0301,64
286,3921.1,11.6,179,20.820999999999913,36506,2651.4940000000006,100.0000,0.50220,0.0309,64
