episode,time,duration,steps,reward,steps_total,reward_total,tau,epsilon,loss,batch_size,goal,goals_total
1,51.2,8.0,180,3.0000000000000293,180,3.0000000000000293,1.0000,0.99756,0.1005,64,0,0
2,65.0,12.2,180,-4.999999999999985,360,-1.9999999999999556,1.0000,0.99510,0.1340,64,0,0
3,79.2,12.6,180,-4.999999999999984,540,-6.99999999999994,1.0000,0.99265,0.0723,64,0,0
4,92.0,11.2,139,2.0500000000000034,679,-4.949999999999936,1.0000,0.99075,0.0524,64,1,1
5,107.6,13.9,177,-5.84999999999999,856,-10.799999999999926,1.0000,0.98834,0.0406,64,1,2
6,115.0,5.9,61,-0.04999999999999716,917,-10.849999999999923,1.0000,0.98751,0.0381,64,1,3
7,128.5,12.0,152,1.4000000000000052,1069,-9.449999999999918,1.0000,0.98544,0.0332,64,1,4
8,142.6,12.5,180,-3.000000000000001,1249,-12.449999999999918,1.0000,0.98298,0.0287,64,0,4
9,146.3,2.1,9,2.5500000000000003,1258,-9.899999999999917,1.0000,0.98286,0.0152,64,1,5
10,160.5,12.6,180,-4.999999999999992,1438,-14.89999999999991,1.0000,0.98040,0.0262,64,0,5
11,174.0,12.0,180,1.000000000000023,1618,-13.899999999999887,1.0000,0.97795,0.0268,64,0,5
12,178.0,2.4,14,2.3000000000000003,1632,-11.599999999999886,1.0000,0.97776,0.0292,64,1,6
13,191.7,12.1,180,-0.9999999999999867,1812,-12.599999999999874,1.0000,0.97530,0.0246,64,0,6
14,205.4,12.1,180,1.0000000000000058,1992,-11.599999999999868,1.0000,0.97285,0.0266,64,0,6
15,207.2,0.2,4,2.8000000000000003,1996,-8.799999999999867,1.0000,0.97280,0.0152,64,1,7
16,213.5,4.7,23,1.8499999999999999,2019,-6.949999999999868,1.0000,0.97248,0.0286,64,1,8
17,267.5,12.4,180,-4.999999999999976,2199,-11.949999999999843,1.0000,0.97003,0.0229,64,0,8
18,281.4,12.2,180,3.0000000000000213,2379,-8.949999999999822,1.0000,0.96757,0.0229,64,0,8
19,295.3,12.4,163,6.850000000000016,2542,-2.099999999999806,1.0000,0.96535,0.0224,64,1,9
20,308.9,12.0,180,-1.000000000000004,2722,-3.09999999999981,1.0000,0.96289,0.0217,64,0,9
21,322.7,12.2,180,-2.9999999999999925,2902,-6.0999999999998025,1.0000,0.96044,0.0205,64,0,9
22,327.9,3.7,54,6.299999999999999,2956,0.20000000000019647,1.0000,0.95970,0.0179,64,1,10
23,339.4,9.9,102,1.900000000000003,3058,2.1000000000001995,1.0000,0.95831,0.0205,64,1,11
24,352.5,11.5,145,5.750000000000016,3203,7.8500000000002155,1.0000,0.95634,0.0199,64,1,12
25,366.7,12.6,180,-4.999999999999984,3383,2.8500000000002315,1.0000,0.95388,0.0191,64,0,12
26,380.6,12.3,180,-6.999999999999984,3563,-4.1499999999997526,1.0000,0.95143,0.0188,64,0,12
27,386.1,4.0,39,9.050000000000004,3602,4.900000000000252,1.0000,0.95089,0.0204,64,1,13
28,391.3,3.6,54,8.299999999999999,3656,13.200000000000252,1.0000,0.95016,0.0180,64,1,14
29,401.3,8.4,79,3.05,3735,16.250000000000252,1.0000,0.94908,0.0191,64,1,15
30,404.9,2.0,7,2.6500000000000004,3742,18.900000000000254,1.0000,0.94899,0.0222,64,1,16
31,418.9,12.5,180,1.000000000000004,3922,19.900000000000258,1.0000,0.94653,0.0182,64,0,16
32,433.0,12.5,180,-6.999999999999976,4102,12.900000000000283,1.0000,0.94408,0.0184,64,0,16
33,485.0,12.3,159,7.050000000000007,4261,19.95000000000029,1.0000,0.94191,0.0170,64,1,17
34,498.9,12.3,180,1.0000000000000178,4441,20.95000000000031,1.0000,0.93945,0.0187,64,0,17
35,512.7,12.2,180,-2.999999999999985,4621,17.950000000000323,1.0000,0.93700,0.0177,64,0,17
36,525.9,11.6,148,9.600000000000009,4769,27.55000000000033,1.0000,0.93498,0.0185,64,1,18
37,539.8,12.4,180,-4.999999999999992,4949,22.550000000000338,1.0000,0.93253,0.0170,64,0,18
38,553.9,12.5,180,-6.999999999999984,5129,15.550000000000354,1.0000,0.93007,0.0159,64,0,18
39,568.1,12.7,180,-2.999999999999987,5309,12.550000000000367,1.0000,0.92762,0.0157,64,0,18
40,579.7,10.1,121,-3.0499999999999865,5430,9.50000000000038,1.0000,0.92597,0.0147,64,1,19
41,583.5,2.2,10,2.5,5440,12.00000000000038,1.0000,0.92583,0.0141,64,1,20
42,587.6,2.5,15,8.250000000000002,5455,20.250000000000384,1.0000,0.92563,0.0158,64,1,21
43,601.4,12.2,180,-4.99999999999999,5635,15.250000000000394,1.0000,0.92317,0.0163,64,0,21
44,615.2,12.3,180,1.0000000000000249,5815,16.25000000000042,1.0000,0.92072,0.0153,64,0,21
45,618.8,2.0,7,2.6500000000000004,5822,18.900000000000418,1.0000,0.92062,0.0214,64,1,22
46,627.5,7.2,83,2.8500000000000028,5905,21.75000000000042,1.0000,0.91949,0.0153,64,1,23
47,641.2,12.2,180,-4.999999999999985,6085,16.750000000000433,1.0000,0.91704,0.0153,64,0,23
48,696.0,13.8,180,1.000000000000023,6265,17.750000000000455,1.0000,0.91458,0.0146,64,0,23
49,711.4,13.8,177,2.150000000000005,6442,19.90000000000046,1.0000,0.91217,0.0161,64,1,24
50,725.4,12.5,180,-2.9999999999999836,6622,16.900000000000478,1.0000,0.90971,0.0154,64,0,24
51,728.9,1.9,6,2.7,6628,19.600000000000477,1.0000,0.90963,0.0152,64,1,25
52,742.3,11.8,150,-2.4999999999999893,6778,17.100000000000488,1.0000,0.90758,0.0152,64,1,26
53,745.7,1.9,5,2.75,6783,19.850000000000488,1.0000,0.90752,0.0220,64,1,27
54,757.1,9.8,148,13.599999999999973,6931,33.45000000000046,1.0000,0.90550,0.0159,64,1,28
55,772.3,13.6,180,5.000000000000008,7111,38.450000000000465,1.0000,0.90304,0.0157,64,0,28
56,786.4,12.5,180,-4.999999999999985,7291,33.45000000000048,1.0000,0.90059,0.0155,64,0,28
57,800.2,12.2,180,-2.9999999999999867,7471,30.450000000000493,1.0000,0.89813,0.0145,64,0,28
58,813.9,12.1,180,3.000000000000006,7651,33.4500000000005,1.0000,0.89568,0.0148,64,0,28
59,828.0,12.6,180,-6.999999999999992,7831,26.450000000000507,1.0000,0.89323,0.0149,64,0,28
60,835.0,5.3,57,8.150000000000007,7888,34.60000000000051,1.0000,0.89245,0.0149,64,1,29
61,841.3,4.8,48,6.6,7936,41.200000000000514,1.0000,0.89179,0.0129,64,1,30
62,855.5,12.6,180,-2.9999999999999964,8116,38.200000000000514,1.0000,0.88934,0.0139,64,0,30
63,907.0,14.0,180,-2.999999999999992,8296,35.20000000000052,1.0000,0.88688,0.0149,64,0,30
64,921.2,12.7,180,-4.999999999999976,8476,30.200000000000546,1.0000,0.88443,0.0152,64,0,30
65,930.8,8.0,93,4.35,8569,34.550000000000544,1.0000,0.88316,0.0139,64,1,31
66,943.5,11.2,140,6.000000000000004,8709,40.55000000000055,1.0000,0.88125,0.0140,64,1,32
67,957.4,12.3,180,0.9999999999999964,8889,41.55000000000055,1.0000,0.87880,0.0147,64,0,32
68,970.9,12.0,180,-0.9999999999999919,9069,40.55000000000056,1.0000,0.87634,0.0147,64,0,32
69,975.1,2.7,17,4.15,9086,44.70000000000056,1.0000,0.87611,0.0156,64,1,33
70,989.0,12.3,180,3.000000000000016,9266,47.70000000000057,1.0000,0.87366,0.0146,64,0,33
71,1002.7,12.1,180,3.0000000000000053,9446,50.70000000000058,1.0000,0.87120,0.0150,64,0,33
72,1016.6,12.4,180,3.0000000000000173,9626,53.70000000000059,1.0000,0.86875,0.0145,64,0,33
73,1024.8,6.6,76,5.200000000000011,9702,58.9000000000006,1.0000,0.86771,0.0141,64,1,34
74,1038.6,12.3,180,5.000000000000017,9882,63.90000000000062,1.0000,0.86526,0.0153,64,0,34
75,1052.4,12.2,180,-2.9999999999999876,10062,60.90000000000063,1.0000,0.86280,0.0383,64,0,34
76,1108.6,11.4,123,8.850000000000003,10185,69.75000000000064,1.0000,0.86113,0.0628,64,1,35
77,1122.7,12.5,180,-2.999999999999992,10365,66.75000000000065,1.0000,0.85867,0.0502,64,0,35
78,1128.7,4.5,45,6.749999999999999,10410,73.50000000000065,1.0000,0.85806,0.0448,64,1,36
79,1142.5,12.2,180,1.0000000000000129,10590,74.50000000000067,1.0000,0.85560,0.0416,64,0,36
80,1156.5,12.4,180,-2.999999999999985,10770,71.50000000000068,1.0000,0.85315,0.0372,64,0,36
81,1169.9,11.9,180,7.000000000000011,10950,78.5000000000007,1.0000,0.85069,0.0348,64,0,36
82,1184.6,13.1,169,4.550000000000004,11119,83.0500000000007,1.0000,0.84839,0.0316,64,1,37
83,1190.1,4.0,35,3.2499999999999996,11154,86.3000000000007,1.0000,0.84791,0.0317,64,1,38
