"episode","steps_mean","reward_mean"
1,65.333333333333329,-1.5999999999999961
2,127.0,-14.683333333333394
3,35.333333333333336,-0.76666666666667516
4,122.33333333333333,-13.783333333333387
5,128.0,-12.066666666666707
6,180.0,-21.666666666666718
7,93.666666666666671,-7.3500000000000094
8,176.66666666666666,-15.1666666666667
9,180.0,-17.00000000000006
10,73.333333333333329,-5.6666666666666963
11,180.0,-17.000000000000071
12,180.0,-17.000000000000039
13,129.33333333333334,-13.800000000000054
14,132.66666666666666,-11.30000000000001
15,180.0,-13.00000000000003
16,72.0,-4.9333333333333602
17,180.0,-20.333333333333403
18,121.66666666666667,-11.083333333333391
19,96.0,-9.4666666666666934
20,145.66666666666666,-10.950000000000022
21,173.66666666666666,-12.350000000000037
22,175.66666666666666,-16.450000000000045
23,180.0,-17.000000000000068
24,138.33333333333334,-11.250000000000021
25,162.66666666666666,-13.800000000000038
26,83.666666666666671,-4.8500000000000201
27,180.0,-14.333333333333355
28,180.0,-15.666666666666721
29,109.0,-10.450000000000017
30,125.66666666666667,-9.6166666666667027
31,121.0,-11.716666666666704
32,131.66666666666666,-8.2500000000000284
33,180.0,-16.333333333333417
34,180.0,-12.33333333333338
35,180.0,-17.000000000000046
36,180.0,-20.33333333333341
37,135.33333333333334,-13.100000000000035
38,180.0,-18.333333333333403
39,176.33333333333334,-13.150000000000043
40,86.0,-5.6333333333333284
41,128.0,-12.733333333333356
42,180.0,-11.000000000000023
43,87.0,-9.016666666666687
44,180.0,-13.666666666666728
45,157.0,-13.516666666666715
46,166.0,-15.966666666666717
47,150.33333333333334,-13.183333333333358
48,174.0,-15.700000000000026
49,33.666666666666664,-2.0166666666666679
50,171.66666666666666,-14.916666666666737
51,128.66666666666666,-13.433333333333394
52,117.0,-10.516666666666717
53,177.0,-18.516666666666737
54,180.0,-14.33333333333338
55,180.0,-17.000000000000057
56,133.33333333333334,-11.666666666666705
57,77.333333333333329,-7.8666666666666911
58,94.333333333333329,-8.716666666666681
59,87.0,-3.0166666666666599
60,75.666666666666671,-6.7833333333333643
61,140.33333333333334,-10.350000000000025
62,171.66666666666666,-14.916666666666707
63,128.0,-10.733333333333368
64,125.33333333333333,-13.266666666666708
65,133.0,-8.9833333333333591
66,83.0,-7.4833333333333529
67,128.66666666666666,-9.4333333333333513
68,132.66666666666666,-13.633333333333367
69,180.0,-16.333333333333371
70,121.66666666666667,-8.4166666666666856
71,118.0,-9.9000000000000536
72,85.0,-8.2500000000000195
73,175.0,-14.416666666666714
74,180.0,-19.000000000000089
75,149.66666666666666,-17.150000000000052
76,122.33333333333333,-11.783333333333379
77,124.33333333333333,-8.2166666666666703
78,180.0,-16.333333333333375
79,75.0,-4.4166666666666776
80,115.33333333333333,-11.100000000000021
81,139.0,-9.6166666666666849
82,111.66666666666667,-8.9166666666667194
83,93.333333333333329,-8.0000000000000231
84,101.0,-9.0500000000000256
85,134.33333333333334,-12.050000000000047
86,142.66666666666666,-11.466666666666681
87,154.0,-12.033333333333379
88,172.66666666666666,-15.633333333333391
89,78.0,-5.2333333333333494
90,136.33333333333334,-13.483333333333372
91,143.0,-10.150000000000007
92,149.0,-14.450000000000053
93,146.66666666666666,-9.3333333333333535
94,127.66666666666667,-10.716666666666695
95,143.66666666666666,-13.850000000000039
96,71.333333333333329,-5.9000000000000137
97,180.0,-17.666666666666718
98,121.0,-14.383333333333391
99,90.0,-9.166666666666698
100,180.0,-17.000000000000053
101,154.66666666666666,-10.733333333333363
102,180.0,-17.66666666666671
103,138.33333333333334,-15.91666666666673
104,134.33333333333334,-13.050000000000034
105,124.0,-11.200000000000031
106,124.0,-10.200000000000019
107,163.0,-17.150000000000066
108,121.0,-12.383333333333384
109,110.33333333333333,-11.183333333333357
110,120.66666666666667,-9.7000000000000384
111,165.0,-16.916666666666732
112,180.0,-18.333333333333396
113,116.66666666666667,-7.1666666666666687
114,81.666666666666671,-3.7500000000000058
115,140.33333333333334,-9.6833333333333531
116,161.66666666666666,-13.750000000000052
117,100.0,-8.6666666666666821
118,120.0,-8.0000000000000107
119,164.33333333333334,-12.216666666666695
120,148.0,-13.066666666666697
121,90.333333333333329,-4.8500000000000112
122,142.33333333333334,-10.783333333333367
123,102.66666666666667,-12.46666666666672
124,173.33333333333334,-13.000000000000041
125,121.33333333333333,-12.400000000000034
126,122.0,-11.433333333333367
127,109.33333333333333,-12.800000000000054
128,162.33333333333334,-17.783333333333388
129,122.0,-11.100000000000035
130,180.0,-21.000000000000099
131,90.0,-5.8333333333333561
132,164.66666666666666,-17.900000000000045
133,172.66666666666666,-11.633333333333354
134,70.0,-5.1666666666666812
135,135.66666666666666,-10.116666666666696
136,159.0,-16.950000000000049
137,174.33333333333334,-16.38333333333339
138,96.666666666666671,-10.166666666666693
139,170.66666666666666,-16.866666666666745
140,87.666666666666671,-7.0500000000000291
141,155.0,-15.416666666666698
142,180.0,-21.000000000000068
143,73.333333333333329,-5.0000000000000169
144,180.0,-15.000000000000037
145,139.33333333333334,-12.633333333333384
146,60.0,-5.3333333333333348
147,180.0,-17.000000000000057
148,114.0,-7.0333333333333359
149,158.33333333333334,-15.583333333333391
150,124.33333333333333,-11.216666666666704
151,133.66666666666666,-15.016666666666699
152,125.66666666666667,-11.950000000000033
153,145.66666666666666,-15.616666666666708
154,180.0,-19.666666666666742
155,73.666666666666671,-3.6833333333333518
156,131.66666666666666,-8.9166666666666945
157,146.0,-11.633333333333354
158,180.0,-17.666666666666739
159,169.66666666666666,-14.816666666666714
160,180.0,-15.666666666666734
161,152.33333333333334,-13.616666666666726
162,84.666666666666671,-6.5666666666666984
163,80.666666666666671,-6.0333333333333501
164,180.0,-17.666666666666725
165,122.66666666666667,-8.8000000000000256
166,142.66666666666666,-11.466666666666683
167,102.0,-9.100000000000021
168,176.66666666666666,-15.833333333333364
169,180.0,-20.33333333333341
170,170.0,-14.833333333333378
171,107.33333333333333,-11.366666666666694
172,44.666666666666664,-1.8999999999999995
173,140.33333333333334,-14.683333333333371
174,159.0,-14.283333333333369
175,92.666666666666671,-5.6333333333333568
176,159.66666666666666,-16.316666666666723
177,124.66666666666667,-9.9000000000000217
178,155.66666666666666,-14.45000000000004
179,93.666666666666671,-4.6833333333333513
180,145.66666666666666,-11.616666666666715
181,180.0,-19.000000000000075
182,161.66666666666666,-15.083333333333385
183,117.0,-13.850000000000046
184,153.0,-16.650000000000045
185,180.0,-21.000000000000057
186,179.0,-16.616666666666706
187,180.0,-20.333333333333421
188,119.66666666666667,-10.650000000000022
189,116.33333333333333,-9.1500000000000021
190,121.0,-11.383333333333349
191,70.0,-4.1666666666666723
192,169.0,-16.11666666666671
193,169.66666666666666,-18.816666666666737
194,159.0,-16.950000000000074
195,152.33333333333334,-14.616666666666719
196,146.0,-12.966666666666702
197,129.33333333333334,-10.466666666666704
198,68.0,-4.7333333333333591
199,131.0,-11.550000000000034
200,140.66666666666666,-10.033333333333365
201,180.0,-14.333333333333366
202,170.66666666666666,-16.20000000000006
203,103.66666666666667,-9.1833333333333638
204,180.0,-18.333333333333396
205,82.0,-4.7666666666666933
206,72.666666666666671,-5.9666666666666686
207,119.33333333333333,-5.9666666666666712
208,140.66666666666666,-16.700000000000056
209,180.0,-13.000000000000037
210,127.33333333333333,-10.033333333333372
211,131.33333333333334,-12.233333333333368
212,180.0,-19.666666666666739
213,164.66666666666666,-13.900000000000036
214,94.666666666666671,-8.7333333333333467
215,89.333333333333329,-7.8000000000000185
216,163.33333333333334,-12.500000000000043
217,59.333333333333336,-5.3000000000000265
218,166.66666666666666,-14.000000000000044
219,127.33333333333333,-13.700000000000044
220,117.33333333333333,-7.5333333333333483
221,136.66666666666666,-16.500000000000057
222,164.66666666666666,-17.900000000000052
223,180.0,-19.000000000000053
224,44.0,-1.8666666666666647
225,119.0,-9.9500000000000419
226,125.33333333333333,-9.6000000000000156
227,155.33333333333334,-13.100000000000035
228,173.0,-15.650000000000071
229,104.33333333333333,-7.2166666666666792
230,116.66666666666667,-10.500000000000032
231,110.66666666666667,-7.5333333333333767
232,142.66666666666666,-13.46666666666672
233,69.333333333333329,-7.4666666666666961
234,71.333333333333329,-2.566666666666658
235,105.33333333333333,-6.2666666666666737
236,9.6666666666666661,1.1833333333333338
237,108.33333333333333,-10.083333333333362
238,164.0,-17.866666666666706
239,69.333333333333329,-5.466666666666689
240,180.0,-15.666666666666702
241,79.0,-6.6166666666666822
242,124.66666666666667,-6.9000000000000155
243,123.33333333333333,-14.500000000000057
244,71.0,-2.8833333333333502
245,138.33333333333334,-11.916666666666686
246,77.0,-7.183333333333362
247,157.33333333333334,-14.866666666666724
248,129.66666666666666,-11.483333333333364
249,63.666666666666664,-5.1833333333333611
250,119.33333333333333,-7.9666666666666801
251,127.0,-11.350000000000032
252,121.33333333333333,-13.066666666666714
253,88.666666666666671,-4.4333333333333469
254,42.666666666666664,-3.1333333333333364
255,120.66666666666667,-12.700000000000026
256,180.0,-13.666666666666726
257,178.0,-15.233333333333372
258,118.0,-9.2333333333333538
259,108.66666666666667,-8.100000000000021
260,146.33333333333334,-10.650000000000009
261,144.0,-13.866666666666724
262,120.66666666666667,-9.7000000000000366
263,119.33333333333333,-11.30000000000004
264,114.33333333333333,-9.7166666666667112
265,145.33333333333334,-12.933333333333378
266,138.33333333333334,-12.250000000000052
267,136.0,-9.8000000000000274
268,180.0,-17.666666666666725
269,101.66666666666667,-7.7500000000000098
270,167.33333333333334,-13.366666666666687
271,162.33333333333334,-17.783333333333392
272,180.0,-21.666666666666753
273,180.0,-21.000000000000075
274,69.666666666666671,-3.4833333333333534
275,177.33333333333334,-17.200000000000056
276,165.66666666666666,-15.95000000000006
277,82.333333333333329,-4.4500000000000011
278,146.66666666666666,-10.666666666666686
279,132.66666666666666,-8.9666666666667165
280,166.66666666666666,-16.666666666666725
281,154.33333333333334,-12.716666666666718
282,129.33333333333334,-12.13333333333337
283,126.33333333333333,-10.650000000000032
284,143.0,-12.150000000000027
285,180.0,-15.000000000000044
286,137.66666666666666,-11.216666666666704
287,90.333333333333329,-7.8500000000000263
288,156.66666666666666,-17.500000000000053
289,140.0,-9.3333333333333677
290,120.66666666666667,-12.366666666666715
291,115.0,-7.0833333333333348
292,153.66666666666666,-12.350000000000051
293,125.0,-10.583333333333369
294,123.0,-11.150000000000034
295,120.33333333333333,-6.6833333333333478
296,172.33333333333334,-16.95000000000006
297,42.666666666666664,-4.4666666666666721
298,125.66666666666667,-11.283333333333372
299,141.0,-11.716666666666692
300,122.33333333333333,-10.450000000000053
301,133.0,-12.983333333333361
302,180.0,-18.333333333333378
303,155.0,-11.416666666666693
304,79.333333333333329,-7.300000000000014
305,180.0,-15.666666666666702
306,176.66666666666666,-13.833333333333385
307,108.33333333333333,-7.0833333333333401
308,175.0,-11.750000000000037
309,144.33333333333334,-12.216666666666713
310,97.0,-5.5166666666666737
311,163.33333333333334,-12.500000000000027
312,114.33333333333333,-7.7166666666666801
313,165.66666666666666,-12.616666666666712
314,161.33333333333334,-11.733333333333354
315,160.33333333333334,-12.350000000000037
316,180.0,-17.000000000000053
317,87.666666666666671,-7.7166666666666899
318,180.0,-16.333333333333393
319,179.0,-15.283333333333408
320,180.0,-13.00000000000003
321,110.33333333333333,-8.8500000000000245
322,151.66666666666666,-19.916666666666739
323,157.33333333333334,-8.8666666666666938
324,180.0,-16.333333333333389
325,146.33333333333334,-10.983333333333372
326,180.0,-16.333333333333382
