episode,time,duration,steps,reward,steps_total,reward_total,tau,epsilon,loss,batch_size,goal,goals_total
1,49.6,9.7,180,-8.999999999999993,180,-8.999999999999993,1.0000,0.99756,0.0770,64,0,0
2,63.5,12.3,180,-8.999999999999993,360,-17.999999999999986,1.0000,0.99510,0.1118,64,0,0
3,77.2,12.2,180,-8.999999999999993,540,-26.99999999999998,1.0000,0.99265,0.0643,64,0,0
4,91.2,12.4,180,-8.999999999999993,720,-35.99999999999997,1.0000,0.99020,0.0481,64,0,0
5,95.4,2.6,18,2.1,738,-33.89999999999997,1.0000,0.98995,0.0501,64,1,1
6,109.0,12.1,180,-8.999999999999993,918,-42.89999999999996,1.0000,0.98750,0.0422,64,0,1
7,122.9,12.3,180,-8.999999999999993,1098,-51.899999999999956,1.0000,0.98504,0.0373,64,0,1
8,137.0,12.6,180,-8.999999999999993,1278,-60.89999999999995,1.0000,0.98259,0.0331,64,0,1
9,150.9,12.4,180,-8.999999999999993,1458,-69.89999999999995,1.0000,0.98013,0.0278,64,0,1
10,164.5,12.1,180,-8.999999999999993,1638,-78.89999999999995,1.0000,0.97768,0.0264,64,0,1
11,178.6,12.5,158,-4.89999999999998,1796,-83.79999999999993,1.0000,0.97552,0.0247,64,1,2
12,191.0,10.8,134,-3.699999999999984,1930,-87.49999999999991,1.0000,0.97370,0.0231,64,1,3
13,204.6,12.1,180,-8.999999999999993,2110,-96.49999999999991,1.0000,0.97124,0.0210,64,0,3
14,260.3,13.5,180,-8.999999999999993,2290,-105.49999999999991,1.0000,0.96879,0.0205,64,0,3
15,271.0,9.2,119,-2.949999999999987,2409,-108.4499999999999,1.0000,0.96716,0.0192,64,1,4
16,279.1,6.6,80,-0.9999999999999938,2489,-109.4499999999999,1.0000,0.96607,0.0202,64,1,5
17,293.1,12.4,180,-8.999999999999993,2669,-118.4499999999999,1.0000,0.96362,0.0182,64,0,5
18,300.4,5.8,65,-0.24999999999999645,2734,-118.6999999999999,1.0000,0.96273,0.0184,64,1,6
19,306.3,4.3,40,0.9999999999999991,2774,-117.6999999999999,1.0000,0.96219,0.0183,64,1,7
20,312.0,4.1,42,0.8999999999999995,2816,-116.7999999999999,1.0000,0.96161,0.0195,64,1,8
21,322.3,8.8,103,-2.1499999999999897,2919,-118.94999999999989,1.0000,0.96021,0.0184,64,1,9
22,335.8,11.9,180,-8.999999999999993,3099,-127.94999999999987,1.0000,0.95775,0.0175,64,0,9
23,349.7,12.4,180,-8.999999999999993,3279,-136.94999999999987,1.0000,0.95530,0.0167,64,0,9
24,363.4,12.1,180,-8.999999999999993,3459,-145.94999999999987,1.0000,0.95284,0.0182,64,0,9
25,372.6,7.6,93,-1.6499999999999915,3552,-147.59999999999985,1.0000,0.95158,0.0160,64,1,10
26,385.6,11.4,147,-4.349999999999982,3699,-151.94999999999985,1.0000,0.94957,0.0159,64,1,11
27,395.7,8.5,102,-2.09999999999999,3801,-154.04999999999984,1.0000,0.94818,0.0165,64,1,12
28,409.5,12.3,180,-8.999999999999993,3981,-163.04999999999984,1.0000,0.94573,0.0139,64,0,12
29,416.7,5.6,62,-0.09999999999999698,4043,-163.14999999999984,1.0000,0.94488,0.0162,64,1,13
30,477.1,14.2,180,-8.999999999999993,4223,-172.14999999999984,1.0000,0.94243,0.0148,64,0,13
31,491.1,12.4,180,-8.999999999999993,4403,-181.14999999999984,1.0000,0.93997,0.0145,64,0,13
32,502.1,9.4,137,-3.8499999999999837,4540,-184.99999999999983,1.0000,0.93810,0.0142,64,1,14
33,507.7,4.0,15,2.25,4555,-182.74999999999983,1.0000,0.93790,0.0124,64,1,15
34,515.5,6.3,70,-0.49999999999999556,4625,-183.24999999999983,1.0000,0.93694,0.0136,64,1,16
35,529.0,11.9,180,-8.999999999999993,4805,-192.24999999999983,1.0000,0.93449,0.0137,64,0,16
36,532.3,1.7,3,2.85,4808,-189.39999999999984,1.0000,0.93445,0.0101,64,1,17
37,535.7,1.9,5,2.75,4813,-186.64999999999984,1.0000,0.93438,0.0063,64,1,18
38,549.5,12.3,158,-4.89999999999998,4971,-191.5499999999998,1.0000,0.93223,0.0150,64,1,19
39,563.4,12.3,180,-8.999999999999993,5151,-200.5499999999998,1.0000,0.92977,0.0136,64,0,19
40,577.0,12.1,180,-8.999999999999993,5331,-209.5499999999998,1.0000,0.92732,0.0128,64,0,19
41,590.7,12.2,180,-8.999999999999993,5511,-218.5499999999998,1.0000,0.92486,0.0136,64,0,19
42,598.8,6.5,75,-0.7499999999999947,5586,-219.2999999999998,1.0000,0.92384,0.0121,64,1,20
43,612.5,12.1,180,-8.999999999999993,5766,-228.2999999999998,1.0000,0.92139,0.0139,64,0,20
44,623.5,9.5,114,-2.6999999999999877,5880,-230.9999999999998,1.0000,0.91983,0.0126,64,1,21
45,637.4,12.3,180,-8.999999999999993,6060,-239.9999999999998,1.0000,0.91738,0.0130,64,0,21
46,691.5,13.9,180,-8.999999999999993,6240,-248.9999999999998,1.0000,0.91492,0.0120,64,0,21
47,705.1,12.1,157,-4.84999999999998,6397,-253.8499999999998,1.0000,0.91278,0.0126,64,1,22
48,718.8,12.2,180,-8.999999999999993,6577,-262.8499999999998,1.0000,0.91033,0.0120,64,0,22
49,732.7,12.4,180,-8.999999999999993,6757,-271.8499999999998,1.0000,0.90787,0.0115,64,0,22
50,738.5,4.3,43,0.8499999999999996,6800,-270.9999999999998,1.0000,0.90728,0.0126,64,1,23
51,745.1,5.0,56,0.20000000000000195,6856,-270.7999999999998,1.0000,0.90652,0.0115,64,1,24
52,758.9,12.2,180,-8.999999999999993,7036,-279.7999999999998,1.0000,0.90407,0.0116,64,0,24
53,772.6,12.2,180,-8.999999999999993,7216,-288.7999999999998,1.0000,0.90161,0.0115,64,0,24
54,780.5,6.3,95,-1.7499999999999911,7311,-290.5499999999998,1.0000,0.90032,0.0123,64,1,25
55,795.6,13.6,180,-8.999999999999993,7491,-299.5499999999998,1.0000,0.89786,0.0125,64,0,25
56,809.6,12.5,180,-8.999999999999993,7671,-308.5499999999998,1.0000,0.89541,0.0123,64,0,25
57,813.9,2.7,18,2.1,7689,-306.44999999999976,1.0000,0.89516,0.0124,64,1,26
58,827.1,11.7,180,-8.999999999999993,7869,-315.44999999999976,1.0000,0.89271,0.0112,64,0,26
59,840.6,12.0,180,-8.999999999999993,8049,-324.44999999999976,1.0000,0.89025,0.0118,64,0,26
60,891.6,12.8,180,-8.999999999999993,8229,-333.44999999999976,1.0000,0.88780,0.0112,64,0,26
61,905.0,11.8,180,-8.999999999999993,8409,-342.44999999999976,1.0000,0.88534,0.0114,64,0,26
62,918.6,12.1,180,-8.999999999999993,8589,-351.44999999999976,1.0000,0.88289,0.0115,64,0,26
63,932.5,12.3,180,-8.999999999999993,8769,-360.44999999999976,1.0000,0.88043,0.0106,64,0,26
64,945.4,11.4,180,-8.999999999999993,8949,-369.44999999999976,1.0000,0.87798,0.0110,64,0,26
65,953.8,6.8,84,-1.199999999999993,9033,-370.64999999999975,1.0000,0.87683,0.0106,64,1,27
66,967.3,12.0,180,-8.999999999999993,9213,-379.64999999999975,1.0000,0.87438,0.0109,64,0,27
67,980.9,12.1,180,-8.999999999999993,9393,-388.64999999999975,1.0000,0.87193,0.0105,64,0,27
68,994.2,11.7,180,-8.999999999999993,9573,-397.64999999999975,1.0000,0.86947,0.0108,64,0,27
69,1007.9,12.2,180,-8.999999999999993,9753,-406.64999999999975,1.0000,0.86702,0.0105,64,0,27
70,1021.2,11.8,180,-8.999999999999993,9933,-415.64999999999975,1.0000,0.86456,0.0114,64,0,27
71,1032.7,9.9,127,-3.3499999999999854,10060,-418.9999999999997,1.0000,0.86283,0.0247,64,1,28
72,1083.0,12.1,180,-8.999999999999993,10240,-427.9999999999997,1.0000,0.86038,0.0288,64,0,28
73,1096.6,12.1,180,-8.999999999999993,10420,-436.9999999999997,1.0000,0.85792,0.0224,64,0,28
74,1101.3,3.1,26,1.6999999999999997,10446,-435.2999999999997,1.0000,0.85757,0.0186,64,1,29
75,1114.7,11.8,180,-8.999999999999993,10626,-444.2999999999997,1.0000,0.85511,0.0207,64,0,29
76,1128.2,12.0,180,-8.999999999999993,10806,-453.2999999999997,1.0000,0.85266,0.0187,64,0,29
77,1141.8,12.0,180,-8.999999999999993,10986,-462.2999999999997,1.0000,0.85020,0.0157,64,0,29
78,1146.8,3.5,30,1.4999999999999996,11016,-460.7999999999997,1.0000,0.84979,0.0149,64,1,30
79,1160.6,12.1,180,-8.999999999999993,11196,-469.7999999999997,1.0000,0.84734,0.0156,64,0,30
80,1174.2,12.1,180,-8.999999999999993,11376,-478.7999999999997,1.0000,0.84488,0.0151,64,0,30
81,1187.6,11.9,180,-8.999999999999993,11556,-487.7999999999997,1.0000,0.84243,0.0138,64,0,30
82,1201.0,11.9,180,-8.999999999999993,11736,-496.7999999999997,1.0000,0.83997,0.0140,64,0,30
83,1215.1,12.5,180,-8.999999999999993,11916,-505.7999999999997,1.0000,0.83752,0.0122,64,0,30
84,1229.2,12.5,180,-8.999999999999993,12096,-514.7999999999997,1.0000,0.83507,0.0128,64,0,30
