episode,time,duration,steps,reward,steps_total,reward_total,tau,epsilon,loss,batch_size,goal,goals_total
1,46.8,4.4,76,-0.7999999999999945,76,-0.7999999999999945,1.0000,0.99898,0.0000,64,1,1
2,59.3,10.9,180,-4.999999999999984,256,-5.7999999999999785,1.0000,0.99652,0.1369,64,0,1
3,73.5,12.4,180,-0.9999999999999937,436,-6.799999999999972,1.0000,0.99407,0.0799,64,0,1
4,87.4,12.3,180,1.0000000000000062,616,-5.799999999999966,1.0000,0.99161,0.0592,64,0,1
5,101.3,12.3,180,1.0000000000000178,796,-4.799999999999948,1.0000,0.98916,0.0437,64,0,1
6,115.5,12.5,180,-4.99999999999999,976,-9.799999999999939,1.0000,0.98670,0.0368,64,0,1
7,129.7,12.4,180,-4.999999999999977,1156,-14.799999999999915,1.0000,0.98425,0.0328,64,0,1
8,144.0,12.7,180,-4.999999999999987,1336,-19.7999999999999,1.0000,0.98180,0.0295,64,0,1
9,155.1,9.5,138,4.1000000000000005,1474,-15.6999999999999,1.0000,0.97991,0.0273,64,1,2
10,162.8,6.1,42,2.8999999999999995,1516,-12.799999999999901,1.0000,0.97934,0.0275,64,1,3
11,176.9,12.5,180,-3.0,1696,-15.799999999999901,1.0000,0.97689,0.0268,64,0,3
12,181.5,3.0,46,4.699999999999999,1742,-11.099999999999902,1.0000,0.97626,0.0244,64,1,4
13,198.1,14.9,174,0.2999999999999998,1916,-10.799999999999901,1.0000,0.97389,0.0249,64,1,5
14,202.4,2.7,17,4.15,1933,-6.649999999999901,1.0000,0.97365,0.0237,64,1,6
15,211.2,7.2,85,10.750000000000007,2018,4.100000000000106,1.0000,0.97250,0.0257,64,1,7
16,264.2,11.7,124,0.800000000000014,2142,4.90000000000012,1.0000,0.97080,0.0231,64,1,8
17,278.0,12.1,180,3.0000000000000284,2322,7.900000000000149,1.0000,0.96835,0.0237,64,0,8
18,290.9,11.2,139,4.050000000000015,2461,11.950000000000163,1.0000,0.96645,0.0217,64,1,9
19,304.8,12.3,159,5.050000000000018,2620,17.00000000000018,1.0000,0.96429,0.0221,64,1,10
20,311.2,4.8,44,4.8,2664,21.800000000000182,1.0000,0.96369,0.0244,64,1,11
21,325.1,12.3,180,3.0000000000000107,2844,24.800000000000193,1.0000,0.96123,0.0202,64,0,11
22,328.9,2.1,8,2.6,2852,27.400000000000194,1.0000,0.96112,0.0163,64,1,12
23,342.6,12.1,180,3.0000000000000204,3032,30.400000000000215,1.0000,0.95867,0.0223,64,0,12
24,346.6,2.4,12,4.3999999999999995,3044,34.80000000000022,1.0000,0.95850,0.0156,64,1,13
25,360.7,12.5,180,-1.0000000000000007,3224,33.80000000000022,1.0000,0.95605,0.0214,64,0,13
26,374.6,12.3,180,-1.0000000000000047,3404,32.80000000000021,1.0000,0.95359,0.0200,64,0,13
27,388.2,11.9,180,5.0000000000000275,3584,37.80000000000024,1.0000,0.95114,0.0200,64,0,13
28,402.0,12.2,180,5.0000000000000036,3764,42.80000000000024,1.0000,0.94869,0.0203,64,0,13
29,415.7,12.1,180,1.0000000000000124,3944,43.80000000000025,1.0000,0.94623,0.0199,64,0,13
30,429.5,12.2,180,-4.999999999999984,4124,38.80000000000027,1.0000,0.94378,0.0191,64,0,13
31,484.0,14.1,180,-6.999999999999976,4304,31.800000000000292,1.0000,0.94132,0.0194,64,0,13
32,487.8,2.3,10,4.5,4314,36.300000000000296,1.0000,0.94119,0.0166,64,1,14
