"episode","steps_mean","reward_mean"
1,83.333333333333329,-3.5000000000000053
2,72.666666666666671,-0.96666666666667622
3,180.0,-8.3333333333333268
4,169.0,-8.7833333333333261
5,138.33333333333334,-5.2500000000000284
6,180.0,-7.0000000000000027
7,165.0,-5.2499999999999822
8,105.66666666666667,-4.6166666666666725
9,141.33333333333334,-4.066666666666654
10,98.333333333333329,-2.916666666666663
11,130.33333333333334,-6.8500000000000156
12,136.33333333333334,-5.8166666666666842
13,65.333333333333329,-1.93333333333333
14,162.66666666666666,-6.1333333333333329
15,87.0,0.31666666666666704
16,157.33333333333334,-5.1999999999999842
17,105.0,-5.2500000000000027
18,128.0,-5.4000000000000119
19,45.0,1.4166666666666667
20,80.333333333333329,-0.34999999999999165
21,122.0,-0.76666666666665761
22,140.33333333333334,-6.6833333333333442
23,180.0,-8.333333333333357
24,180.0,-8.3333333333333446
25,123.0,-3.8166666666666536
26,107.0,-7.3500000000000094
27,52.666666666666664,0.36666666666666964
28,69.666666666666671,-0.81666666666666021
29,140.66666666666666,-5.3666666666666565
30,33.666666666666664,2.6499999999999999
31,143.33333333333334,-8.166666666666675
32,167.66666666666666,-7.3833333333333222
33,158.66666666666666,-7.2666666666666719
34,145.0,-1.2499999999999936
35,180.0,-6.9999999999999964
36,149.66666666666666,-7.8166666666667162
37,147.66666666666666,-8.0500000000000327
38,121.0,-4.0499999999999963
39,169.33333333333334,-4.7999999999999963
40,53.0,1.6833333333333362
41,122.33333333333333,-3.4499999999999873
42,180.0,-7.6666666666666643
43,159.66666666666666,-6.9833333333333378
44,117.66666666666667,-4.2166666666666694
45,85.666666666666671,-1.2833333333333368
46,64.666666666666671,-0.56666666666666099
47,124.66666666666667,-5.5666666666666673
48,157.66666666666666,-8.8833333333333417
49,140.33333333333334,-4.6833333333333371
50,148.33333333333334,-5.7499999999999991
51,180.0,-11.666666666666684
52,180.0,-10.333333333333348
53,135.33333333333334,-5.0999999999999917
54,31.666666666666668,1.4166666666666667
55,107.33333333333333,-2.0333333333333283
56,180.0,-10.333333333333343
57,124.0,-7.2000000000000099
