episode,time,duration,steps,reward,steps_total,reward_total,tau,epsilon,loss,batch_size
274,3940.7,5.0,48,0.952,37174,-1668.1740000000013,100.0000,0.49309,0.0181,64
275,3954.6,12.2,180,-6.180000000000036,37354,-1674.3540000000014,100.0000,0.49063,0.0195,64
276,3966.0,9.8,121,-3.120999999999999,37475,-1677.4750000000015,100.0000,0.48898,0.0191,64
277,3979.5,11.9,180,-6.179999999999998,37655,-1683.6550000000016,100.0000,0.48653,0.0188,64
278,3993.5,12.4,180,-10.179999999999998,37835,-1693.8350000000016,100.0000,0.48407,0.0198,64
279,4007.3,12.2,180,-8.180000000000016,38015,-1702.0150000000017,100.0000,0.48162,0.0192,64
280,4062.5,12.3,180,-6.180000000000004,38195,-1708.1950000000018,100.0000,0.47916,0.0191,64
281,4076.1,12.0,180,-10.180000000000028,38375,-1718.3750000000018,100.0000,0.47671,0.0179,64
282,4083.3,5.5,57,-1.0569999999999942,38432,-1719.4320000000018,100.0000,0.47593,0.0193,64
283,4087.1,2.2,10,0.99,38442,-1718.4420000000018,100.0000,0.47580,0.0138,64
284,4101.0,12.2,180,-10.179999999999975,38622,-1728.622000000002,100.0000,0.47334,0.0193,64
285,4108.9,6.3,70,-5.0700000000000145,38692,-1733.6920000000018,100.0000,0.47239,0.0184,64
286,4112.3,1.8,3,0.997,38695,-1732.6950000000018,100.0000,0.47235,0.0127,64
287,4123.4,9.5,115,-5.115000000000003,38810,-1737.8100000000018,100.0000,0.47078,0.0187,64
288,4128.7,3.7,31,-1.030999999999997,38841,-1738.8410000000017,100.0000,0.47036,0.0184,64
289,4142.6,12.3,180,-10.179999999999975,39021,-1749.0210000000018,100.0000,0.46790,0.0172,64
290,4156.3,12.1,180,-8.179999999999964,39201,-1757.2010000000018,100.0000,0.46545,0.0180,64
291,4169.9,12.0,180,-10.179999999999986,39381,-1767.381000000002,100.0000,0.46299,0.0174,64
292,4183.9,12.4,180,-8.18,39561,-1775.561000000002,100.0000,0.46054,0.0177,64
293,4197.7,12.1,151,-3.151000000000003,39712,-1778.712000000002,100.0000,0.45848,0.0179,64
294,4209.3,9.9,124,-5.124000000000012,39836,-1783.836000000002,100.0000,0.45679,0.0180,64
295,4224.2,13.4,173,-5.173000000000006,40009,-1789.009000000002,100.0000,0.45443,0.0189,64
296,4286.0,14.0,180,-8.179999999999982,40189,-1797.1890000000021,100.0000,0.45197,0.0299,64
297,4299.8,12.2,180,-8.179999999999982,40369,-1805.3690000000022,100.0000,0.44952,0.0277,64
298,4304.4,3.0,21,-1.0209999999999977,40390,-1806.3900000000021,100.0000,0.44923,0.0282,64
299,4313.6,7.5,87,-1.086999999999994,40477,-1807.4770000000021,100.0000,0.44805,0.0270,64
300,4327.6,12.4,180,-14.179999999999955,40657,-1821.6570000000022,100.0000,0.44559,0.0268,64
301,4331.6,2.4,11,0.989,40668,-1820.6680000000022,100.0000,0.44544,0.0226,64
302,4345.3,12.1,180,-12.180000000000021,40848,-1832.8480000000022,100.0000,0.44299,0.0265,64
303,4358.8,11.9,148,-1.1479999999999975,40996,-1833.9960000000021,100.0000,0.44097,0.0259,64
304,4368.3,7.8,93,-3.093000000000011,41089,-1837.0890000000022,100.0000,0.43970,0.0248,64
305,4382.1,12.2,180,-10.179999999999925,41269,-1847.269000000002,100.0000,0.43725,0.0246,64
306,4395.9,12.2,180,-12.179999999999952,41449,-1859.4490000000021,100.0000,0.43479,0.0242,64
307,4409.8,12.2,180,-4.180000000000031,41629,-1863.6290000000022,100.0000,0.43234,0.0244,64
308,4421.5,10.1,127,-5.127000000000016,41756,-1868.7560000000021,100.0000,0.43061,0.0246,64
309,4435.4,12.3,180,-4.1800000000000015,41936,-1872.9360000000022,100.0000,0.42815,0.0231,64
310,4448.8,11.8,180,-14.179999999999978,42116,-1887.1160000000023,100.0000,0.42570,0.0225,64
311,4496.5,5.7,37,-1.0369999999999968,42153,-1888.1530000000023,100.0000,0.42519,0.0224,64
312,4505.3,7.2,83,-1.0829999999999909,42236,-1889.2360000000024,100.0000,0.42406,0.0237,64
313,4509.7,2.7,17,-3.017,42253,-1892.2530000000024,100.0000,0.42383,0.0258,64
314,4523.5,12.2,180,-8.179999999999959,42433,-1900.4330000000025,100.0000,0.42137,0.0222,64
315,4532.1,7.1,79,-1.078999999999993,42512,-1901.5120000000024,100.0000,0.42030,0.0239,64
316,4535.8,2.0,6,0.994,42518,-1900.5180000000025,100.0000,0.42021,0.0231,64
317,4549.8,12.4,180,-2.1799999999999833,42698,-1902.6980000000026,100.0000,0.41776,0.0239,64
318,4554.5,3.0,22,0.978,42720,-1901.7200000000025,100.0000,0.41746,0.0206,64
319,4560.1,4.0,35,-1.0349999999999988,42755,-1902.7550000000026,100.0000,0.41698,0.0224,64
320,4574.1,12.4,180,-6.180000000000056,42935,-1908.9350000000027,100.0000,0.41453,0.0226,64
321,4588.1,12.4,180,-4.180000000000012,43115,-1913.1150000000027,100.0000,0.41207,0.0237,64
322,4601.3,11.7,180,-14.17999999999995,43295,-1927.2950000000028,100.0000,0.40962,0.0224,64
323,4606.1,3.1,24,-3.0239999999999996,43319,-1930.3190000000027,100.0000,0.40929,0.0184,64
324,4620.4,12.5,180,-2.179999999999983,43499,-1932.4990000000028,100.0000,0.40684,0.0216,64
325,4634.4,12.4,180,-8.17999999999998,43679,-1940.6790000000028,100.0000,0.40438,0.0221,64
326,4648.3,12.3,180,-4.180000000000024,43859,-1944.8590000000029,100.0000,0.40193,0.0211,64
327,4660.6,10.7,130,0.8699999999999999,43989,-1943.989000000003,100.0000,0.40015,0.0210,64
328,4669.0,6.7,75,-3.0750000000000033,44064,-1947.064000000003,100.0000,0.39913,0.0210,64
329,4721.2,8.3,123,-1.1229999999999865,44187,-1948.187000000003,100.0000,0.39745,0.0212,64
330,4736.5,13.7,180,-12.179999999999941,44367,-1960.367000000003,100.0000,0.39500,0.0208,64
331,4749.2,11.1,136,0.8639999999999999,44503,-1959.5030000000029,100.0000,0.39315,0.0208,64
332,4763.0,12.2,180,-10.179999999999959,44683,-1969.683000000003,100.0000,0.39069,0.0214,64
333,4776.4,11.8,180,-12.17999999999994,44863,-1981.8630000000028,100.0000,0.38824,0.0211,64
334,4790.1,12.1,180,-10.179999999999957,45043,-1992.0430000000028,100.0000,0.38578,0.0194,64
335,4793.7,2.0,5,0.995,45048,-1991.048000000003,100.0000,0.38571,0.0217,64
336,4804.2,8.9,105,-3.105000000000009,45153,-1994.153000000003,100.0000,0.38428,0.0212,64
337,4818.2,12.4,180,-4.180000000000005,45333,-1998.333000000003,100.0000,0.38183,0.0217,64
338,4832.0,12.2,180,-10.179999999999936,45513,-2008.5130000000029,100.0000,0.37937,0.0201,64
339,4845.9,12.2,180,-4.179999999999993,45693,-2012.693000000003,100.0000,0.37692,0.0197,64
340,4859.9,12.3,180,-2.1799999999999824,45873,-2014.873000000003,100.0000,0.37446,0.0201,64
341,4874.0,12.6,180,-4.180000000000009,46053,-2019.053000000003,100.0000,0.37201,0.0186,64
342,4931.4,12.1,180,-2.179999999999981,46233,-2021.2330000000031,100.0000,0.36955,0.0207,64
343,4933.9,0.9,14,-1.013999999999999,46247,-2022.247000000003,100.0000,0.36936,0.0160,64
344,4948.9,13.4,180,-12.17999999999996,46427,-2034.427000000003,100.0000,0.36691,0.0192,64
345,4962.9,12.3,180,-14.17999999999996,46607,-2048.607000000003,100.0000,0.36445,0.0200,64
346,4974.9,10.4,132,-11.131999999999978,46739,-2059.739000000003,100.0000,0.36265,0.0199,64
347,4988.6,12.1,180,-6.180000000000047,46919,-2065.919000000003,100.0000,0.36020,0.0185,64
348,4992.5,2.3,10,0.99,46929,-2064.9290000000033,100.0000,0.36006,0.0181,64
349,5006.4,12.3,180,-4.179999999999987,47109,-2069.109000000003,100.0000,0.35761,0.0194,64
350,5020.2,12.1,180,-4.18000000000002,47289,-2073.289000000003,100.0000,0.35515,0.0196,64
351,5034.1,12.3,180,-8.17999999999998,47469,-2081.469000000003,100.0000,0.35270,0.0198,64
352,5043.4,7.6,112,-1.1119999999999912,47581,-2082.581000000003,100.0000,0.35117,0.0192,64
353,5056.3,11.2,114,0.8859999999999999,47695,-2081.695000000003,100.0000,0.34962,0.0202,64
354,5070.0,12.1,180,-10.179999999999946,47875,-2091.8750000000027,100.0000,0.34716,0.0183,64
355,5083.9,12.3,180,-10.179999999999984,48055,-2102.0550000000026,100.0000,0.34471,0.0205,64
356,5141.5,14.0,180,-6.180000000000056,48235,-2108.2350000000024,100.0000,0.34225,0.0192,64
357,5154.9,11.8,180,-10.179999999999973,48415,-2118.4150000000022,100.0000,0.33980,0.0187,64
358,5168.8,12.2,180,-10.17999999999999,48595,-2128.595000000002,100.0000,0.33734,0.0196,64
359,5172.9,2.5,13,-1.0129999999999986,48608,-2129.608000000002,100.0000,0.33717,0.0156,64
360,5181.6,7.0,79,-3.078999999999995,48687,-2132.687000000002,100.0000,0.33609,0.0190,64
361,5185.1,2.0,5,0.995,48692,-2131.6920000000023,100.0000,0.33602,0.0164,64
362,5199.2,12.5,180,-0.18000000000000013,48872,-2131.872000000002,100.0000,0.33357,0.0192,64
363,5213.3,12.4,180,-4.1799999999999935,49052,-2136.052000000002,100.0000,0.33111,0.0189,64
364,5217.8,2.9,20,-1.0199999999999978,49072,-2137.072000000002,100.0000,0.33084,0.0197,64
365,5230.7,11.3,144,-5.144000000000004,49216,-2142.2160000000017,100.0000,0.32888,0.0201,64
366,5244.0,11.6,173,-9.172999999999933,49389,-2151.3890000000015,100.0000,0.32652,0.0187,64
367,5259.5,13.9,180,-10.17999999999998,49569,-2161.5690000000013,100.0000,0.32406,0.0183,64
368,5273.4,12.2,180,-4.18000000000004,49749,-2165.749000000001,100.0000,0.32161,0.0193,64
369,5287.3,12.3,180,-8.179999999999934,49929,-2173.929000000001,100.0000,0.31915,0.0184,64
370,5301.3,12.3,157,-7.15699999999998,50086,-2181.086000000001,100.0000,0.31701,0.0237,64
371,5355.0,12.4,180,-6.180000000000012,50266,-2187.266000000001,100.0000,0.31456,0.0259,64
372,5369.2,12.5,180,-4.180000000000012,50446,-2191.446000000001,100.0000,0.31210,0.0259,64
373,5383.5,12.7,180,-2.179999999999981,50626,-2193.6260000000007,100.0000,0.30965,0.0242,64
374,5393.2,8.1,93,-3.0929999999999924,50719,-2196.7190000000005,100.0000,0.30838,0.0244,64
375,5407.6,12.7,180,-2.1799999999999984,50899,-2198.8990000000003,100.0000,0.30593,0.0229,64
376,5421.8,12.7,180,-4.180000000000029,51079,-2203.079,100.0000,0.30347,0.0239,64
377,5436.0,12.5,180,-0.18000000000000013,51259,-2203.259,100.0000,0.30102,0.0229,64
378,5440.6,3.0,44,0.956,51303,-2202.303,100.0000,0.30042,0.0232,64
379,5456.7,14.4,180,-0.18000000000000013,51483,-2202.4829999999997,100.0000,0.29796,0.0220,64
380,5470.8,12.5,180,-8.179999999999968,51663,-2210.6629999999996,100.0000,0.29551,0.0215,64
381,5484.9,12.5,180,-2.1799999999999864,51843,-2212.8429999999994,100.0000,0.29305,0.0213,64
382,5499.0,12.5,180,-4.180000000000019,52023,-2217.0229999999992,100.0000,0.29060,0.0224,64
383,5550.9,14.3,180,-4.180000000000007,52203,-2221.202999999999,100.0000,0.28814,0.0205,64
384,5560.5,8.0,90,-1.0899999999999932,52293,-2222.292999999999,100.0000,0.28692,0.0217,64
385,5574.6,12.5,180,-2.1799999999999824,52473,-2224.472999999999,100.0000,0.28446,0.0213,64
386,5589.0,12.7,180,-2.1799999999999895,52653,-2226.652999999999,100.0000,0.28201,0.0214,64
387,5603.2,12.6,180,-4.179999999999996,52833,-2230.8329999999987,100.0000,0.27955,0.0199,64
388,5607.8,2.9,20,-1.0199999999999991,52853,-2231.8529999999987,100.0000,0.27928,0.0174,64
389,5621.7,12.4,180,-10.180000000000009,53033,-2242.0329999999985,100.0000,0.27683,0.0195,64
390,5636.1,12.7,180,-0.18000000000000013,53213,-2242.2129999999984,100.0000,0.27437,0.0218,64
391,5650.0,12.2,180,-4.1800000000000335,53393,-2246.392999999998,100.0000,0.27192,0.0215,64
392,5664.3,12.7,180,-4.179999999999981,53573,-2250.572999999998,100.0000,0.26946,0.0208,64
393,5678.6,12.7,180,-2.179999999999997,53753,-2252.752999999998,100.0000,0.26701,0.0192,64
394,5693.0,12.7,180,-0.18000000000000013,53933,-2252.9329999999977,100.0000,0.26455,0.0194,64
395,5707.4,12.8,180,-2.1799999999999935,54113,-2255.1129999999976,100.0000,0.26210,0.0198,64
396,5766.6,12.8,180,-10.180000000000053,54293,-2265.2929999999974,100.0000,0.25964,0.0188,64
397,5780.9,12.6,180,-4.180000000000017,54473,-2269.4729999999972,100.0000,0.25719,0.0190,64
398,5795.1,12.6,180,-4.179999999999994,54653,-2273.652999999997,100.0000,0.25473,0.0184,64
399,5809.3,12.6,180,-4.179999999999999,54833,-2277.832999999997,100.0000,0.25228,0.0196,64
400,5823.6,12.7,180,-4.180000000000031,55013,-2282.0129999999967,100.0000,0.24982,0.0198,64
401,5837.9,12.6,180,-6.180000000000058,55193,-2288.1929999999966,100.0000,0.24737,0.0186,64
402,5852.2,12.7,180,-2.1799999999999806,55373,-2290.3729999999964,100.0000,0.24492,0.0189,64
403,5866.7,12.8,180,-0.18000000000000013,55553,-2290.5529999999962,100.0000,0.24246,0.0189,64
404,5881.0,12.7,180,-2.1799999999999824,55733,-2292.732999999996,100.0000,0.24001,0.0175,64
405,5895.3,12.6,180,-2.1799999999999815,55913,-2294.912999999996,100.0000,0.23755,0.0185,64
406,5909.6,12.7,180,-2.1799999999999886,56093,-2297.0929999999958,100.0000,0.23510,0.0190,64
407,5966.6,12.4,180,-8.18000000000001,56273,-2305.2729999999956,100.0000,0.23264,0.0176,64
408,5981.1,12.9,180,-2.17999999999998,56453,-2307.4529999999954,100.0000,0.23019,0.0191,64
409,5995.6,12.9,180,-2.1799999999999957,56633,-2309.6329999999953,100.0000,0.22773,0.0175,64
410,6010.1,12.9,180,-0.18000000000000013,56813,-2309.812999999995,100.0000,0.22528,0.0163,64
411,6024.3,12.6,180,-6.180000000000024,56993,-2315.992999999995,100.0000,0.22282,0.0179,64
412,6038.7,12.8,180,-4.180000000000053,57173,-2320.1729999999948,100.0000,0.22037,0.0188,64
413,6053.1,12.7,180,-0.18000000000000013,57353,-2320.3529999999946,100.0000,0.21792,0.0188,64
414,6067.3,12.6,180,-4.180000000000056,57533,-2324.5329999999944,100.0000,0.21546,0.0172,64
415,6081.7,12.8,180,-2.1799999999999944,57713,-2326.7129999999943,100.0000,0.21301,0.0169,64
416,6096.1,12.7,180,-2.179999999999994,57893,-2328.892999999994,100.0000,0.21055,0.0185,64
417,6110.4,12.7,180,-2.179999999999986,58073,-2331.072999999994,100.0000,0.20810,0.0173,64
418,6168.7,12.6,180,-2.1799999999999806,58253,-2333.252999999994,100.0000,0.20564,0.0177,64
419,6183.0,12.7,180,-2.1799999999999864,58433,-2335.4329999999936,100.0000,0.20319,0.0169,64
420,6197.3,12.6,180,-10.17999999999991,58613,-2345.6129999999935,100.0000,0.20073,0.0163,64
421,6211.8,12.9,180,-2.17999999999998,58793,-2347.7929999999933,100.0000,0.19828,0.0173,64
422,6218.5,5.1,50,-1.0499999999999954,58843,-2348.8429999999935,100.0000,0.19760,0.0150,64
423,6232.7,12.6,180,-6.18000000000005,59023,-2355.0229999999933,100.0000,0.19514,0.0168,64
424,6246.9,12.5,180,-8.179999999999975,59203,-2363.202999999993,100.0000,0.19269,0.0177,64
425,6261.2,12.7,180,-0.18000000000000013,59383,-2363.382999999993,100.0000,0.19023,0.0165,64
426,6275.7,12.9,180,-0.18000000000000013,59563,-2363.562999999993,100.0000,0.18778,0.0163,64
427,6290.1,12.7,180,-4.180000000000033,59743,-2367.7429999999927,100.0000,0.18532,0.0163,64
428,6304.2,12.5,180,-4.180000000000001,59923,-2371.9229999999925,100.0000,0.18287,0.0164,64
429,6318.6,12.8,180,-2.1799999999999837,60103,-2374.1029999999923,100.0000,0.18041,0.0182,64
430,6377.7,12.6,180,-6.180000000000043,60283,-2380.282999999992,100.0000,0.17796,0.0194,64
431,6392.2,12.8,180,-2.179999999999996,60463,-2382.462999999992,100.0000,0.17551,0.0191,64
432,6406.8,13.0,180,-2.1799999999999806,60643,-2384.642999999992,100.0000,0.17305,0.0178,64
433,6421.2,12.8,180,-2.179999999999981,60823,-2386.8229999999917,100.0000,0.17060,0.0177,64
434,6435.7,12.9,180,-0.18000000000000013,61003,-2387.0029999999915,100.0000,0.16814,0.0181,64
435,6450.2,12.9,180,-2.1799999999999824,61183,-2389.1829999999914,100.0000,0.16569,0.0181,64
436,6464.6,12.8,180,-0.18000000000000013,61363,-2389.362999999991,100.0000,0.16323,0.0182,64
437,6479.1,12.8,180,-0.18000000000000013,61543,-2389.542999999991,100.0000,0.16078,0.0182,64
438,6493.6,12.9,180,-0.18000000000000013,61723,-2389.722999999991,100.0000,0.15832,0.0171,64
439,6508.0,12.8,180,-0.18000000000000013,61903,-2389.9029999999907,100.0000,0.15587,0.0165,64
440,6522.5,12.9,180,-0.18000000000000013,62083,-2390.0829999999905,100.0000,0.15341,0.0160,64
441,6582.2,13.0,180,-2.179999999999981,62263,-2392.2629999999904,100.0000,0.15096,0.0166,64
442,6596.8,13.0,180,-0.18000000000000013,62443,-2392.44299999999,100.0000,0.14851,0.0164,64
443,6611.4,12.9,180,-2.1799999999999806,62623,-2394.62299999999,100.0000,0.14605,0.0167,64
444,6625.9,12.9,180,-0.18000000000000013,62803,-2394.80299999999,100.0000,0.14360,0.0151,64
445,6640.4,12.9,180,-0.18000000000000013,62983,-2394.9829999999897,100.0000,0.14114,0.0168,64
446,6654.9,12.9,180,-0.18000000000000013,63163,-2395.1629999999896,100.0000,0.13869,0.0153,64
447,6669.3,12.8,180,-0.18000000000000013,63343,-2395.3429999999894,100.0000,0.13623,0.0159,64
448,6683.7,12.7,180,-2.1799999999999975,63523,-2397.522999999989,100.0000,0.13378,0.0149,64
449,6698.2,12.7,180,-0.18000000000000013,63703,-2397.702999999989,100.0000,0.13132,0.0147,64
450,6712.5,12.7,180,-4.180000000000044,63883,-2401.882999999989,100.0000,0.12887,0.0143,64
451,6727.1,13.0,180,-0.18000000000000013,64063,-2402.0629999999887,100.0000,0.12641,0.0144,64
452,6787.7,13.1,180,-0.18000000000000013,64243,-2402.2429999999886,100.0000,0.12396,0.0149,64
453,6802.2,12.9,180,-0.18000000000000013,64423,-2402.4229999999884,100.0000,0.12150,0.0147,64
454,6816.8,12.9,180,-0.18000000000000013,64603,-2402.6029999999882,100.0000,0.11905,0.0152,64
455,6831.2,12.8,180,-2.179999999999981,64783,-2404.782999999988,100.0000,0.11660,0.0143,64
456,6845.8,12.9,180,-0.18000000000000013,64963,-2404.962999999988,100.0000,0.11414,0.0156,64
457,6860.2,12.8,180,-0.18000000000000013,65143,-2405.1429999999878,100.0000,0.11169,0.0147,64
458,6874.5,12.7,180,-0.18000000000000013,65323,-2405.3229999999876,100.0000,0.10923,0.0148,64
459,6889.0,12.8,180,-0.18000000000000013,65503,-2405.5029999999874,100.0000,0.10678,0.0144,64
460,6892.5,1.8,3,0.997,65506,-2404.5059999999876,100.0000,0.10674,0.0162,64
461,6907.1,12.8,180,-0.18000000000000013,65686,-2404.6859999999874,100.0000,0.10428,0.0144,64
462,6911.3,2.6,15,0.985,65701,-2403.7009999999873,100.0000,0.10408,0.0136,64
463,6925.7,12.8,180,-2.179999999999981,65881,-2405.880999999987,100.0000,0.10162,0.0140,64
464,6940.5,13.1,180,-0.18000000000000013,66061,-2406.060999999987,100.0000,0.10000,0.0148,64
465,7000.7,12.7,180,-2.1799999999999837,66241,-2408.240999999987,100.0000,0.10000,0.0145,64
466,7015.4,13.0,180,-0.18000000000000013,66421,-2408.4209999999866,100.0000,0.10000,0.0138,64
467,7030.4,13.3,180,-0.18000000000000013,66601,-2408.6009999999865,100.0000,0.10000,0.0140,64
468,7044.9,12.9,180,-4.1800000000000495,66781,-2412.7809999999863,100.0000,0.10000,0.0143,64
469,7059.7,13.2,180,-0.18000000000000013,66961,-2412.960999999986,100.0000,0.10000,0.0140,64
470,7074.3,13.0,180,-0.18000000000000013,67141,-2413.140999999986,100.0000,0.10000,0.0140,64
471,7088.8,12.9,180,-2.179999999999984,67321,-2415.320999999986,100.0000,0.10000,0.0140,64
472,7103.4,12.8,180,-2.1799999999999806,67501,-2417.5009999999857,100.0000,0.10000,0.0126,64
473,7110.9,5.8,60,-1.0599999999999947,67561,-2418.5609999999856,100.0000,0.10000,0.0111,64
474,7125.5,13.0,180,-0.18000000000000013,67741,-2418.7409999999854,100.0000,0.10000,0.0137,64
475,7140.0,12.9,180,-0.18000000000000013,67921,-2418.9209999999853,100.0000,0.10000,0.0137,64
476,7154.6,12.9,180,-0.18000000000000013,68101,-2419.100999999985,100.0000,0.10000,0.0131,64
477,7214.8,12.8,180,-2.1799999999999806,68281,-2421.280999999985,100.0000,0.10000,0.0131,64
478,7218.5,2.1,8,-1.0079999999999991,68289,-2422.2889999999848,100.0000,0.10000,0.0095,64
479,7233.1,12.9,180,-0.18000000000000013,68469,-2422.4689999999846,100.0000,0.10000,0.0134,64
480,7247.6,12.9,180,-0.18000000000000013,68649,-2422.6489999999844,100.0000,0.10000,0.0133,64
481,7261.9,12.7,180,-4.1800000000000574,68829,-2426.8289999999843,100.0000,0.10000,0.0131,64
482,7276.3,12.8,180,-4.1800000000000574,69009,-2431.008999999984,100.0000,0.10000,0.0127,64
483,7279.7,1.8,2,0.998,69011,-2430.010999999984,100.0000,0.10000,0.0245,64
484,7294.3,13.0,180,-0.18000000000000013,69191,-2430.190999999984,100.0000,0.10000,0.0124,64
485,7308.9,13.0,180,-2.1799999999999806,69371,-2432.3709999999837,100.0000,0.10000,0.0130,64
486,7323.4,12.9,180,-0.18000000000000013,69551,-2432.5509999999836,100.0000,0.10000,0.0124,64
487,7337.7,12.7,180,-2.1799999999999837,69731,-2434.7309999999834,100.0000,0.10000,0.0145,64
488,7352.4,13.0,180,-2.179999999999997,69911,-2436.9109999999832,100.0000,0.10000,0.0127,64
489,7366.7,12.7,180,-8.180000000000046,70091,-2445.090999999983,100.0000,0.10000,0.0150,64
490,7426.9,12.7,180,-0.18000000000000013,70271,-2445.270999999983,100.0000,0.10000,0.0162,64
491,7430.4,1.9,4,0.996,70275,-2444.274999999983,100.0000,0.10000,0.0172,64
492,7444.9,12.9,180,-4.180000000000032,70455,-2448.4549999999826,100.0000,0.10000,0.0160,64
493,7459.5,12.9,180,-2.1799999999999824,70635,-2450.6349999999825,100.0000,0.10000,0.0161,64
494,7474.2,13.1,180,-0.18000000000000013,70815,-2450.8149999999823,100.0000,0.10000,0.0148,64
495,7488.6,12.8,180,-2.1799999999999877,70995,-2452.994999999982,100.0000,0.10000,0.0149,64
496,7502.9,12.6,180,-2.1799999999999824,71175,-2455.174999999982,100.0000,0.10000,0.0151,64
497,7517.5,13.0,180,-0.18000000000000013,71355,-2455.354999999982,100.0000,0.10000,0.0143,64
498,7532.2,13.0,180,-2.1799999999999806,71535,-2457.5349999999817,100.0000,0.10000,0.0136,64
499,7535.7,1.9,4,0.996,71539,-2456.5389999999816,100.0000,0.10000,0.0109,64
500,7550.2,12.9,180,-2.179999999999986,71719,-2458.7189999999814,100.0000,0.10000,0.0140,64
501,7564.8,13.0,180,-0.18000000000000013,71899,-2458.8989999999812,100.0000,0.10000,0.0139,64
502,7579.4,13.0,180,-0.18000000000000013,72079,-2459.078999999981,100.0000,0.10000,0.0139,64
503,7635.9,12.7,180,-2.179999999999994,72259,-2461.258999999981,100.0000,0.10000,0.0136,64
504,7650.0,12.5,180,-6.180000000000054,72439,-2467.4389999999808,100.0000,0.10000,0.0142,64
505,7664.4,12.8,180,-2.1799999999999806,72619,-2469.6189999999806,100.0000,0.10000,0.0134,64
506,7679.0,13.0,180,-2.17999999999998,72799,-2471.7989999999804,100.0000,0.10000,0.0132,64
507,7693.6,12.9,180,-2.1799999999999984,72979,-2473.9789999999803,100.0000,0.10000,0.0130,64
508,7708.2,13.0,180,-2.179999999999984,73159,-2476.15899999998,100.0000,0.10000,0.0124,64
509,7722.7,12.8,180,-0.18000000000000013,73339,-2476.33899999998,100.0000,0.10000,0.0138,64
510,7736.9,12.6,180,-0.18000000000000013,73519,-2476.5189999999798,100.0000,0.10000,0.0129,64
511,7751.8,13.3,180,-0.18000000000000013,73699,-2476.6989999999796,100.0000,0.10000,0.0131,64
512,7766.1,12.6,180,-4.180000000000057,73879,-2480.8789999999794,100.0000,0.10000,0.0127,64
513,7780.4,12.8,180,-4.180000000000056,74059,-2485.0589999999793,100.0000,0.10000,0.0135,64
514,7839.4,14.4,180,-6.180000000000054,74239,-2491.238999999979,100.0000,0.10000,0.0123,64
515,7853.9,12.9,180,-0.18000000000000013,74419,-2491.418999999979,100.0000,0.10000,0.0124,64
516,7868.6,13.1,180,-0.18000000000000013,74599,-2491.598999999979,100.0000,0.10000,0.0126,64
517,7883.1,12.9,180,-2.17999999999998,74779,-2493.7789999999786,100.0000,0.10000,0.0128,64
518,7897.4,12.7,180,-0.18000000000000013,74959,-2493.9589999999785,100.0000,0.10000,0.0117,64
519,7911.8,12.8,180,-2.1799999999999824,75139,-2496.1389999999783,100.0000,0.10000,0.0127,64
520,7926.2,12.7,180,-4.180000000000019,75319,-2500.318999999978,100.0000,0.10000,0.0116,64
521,7940.6,12.8,180,-2.179999999999982,75499,-2502.498999999978,100.0000,0.10000,0.0125,64
522,7955.1,12.9,180,-0.18000000000000013,75679,-2502.678999999978,100.0000,0.10000,0.0122,64
523,7969.9,13.1,180,-2.17999999999998,75859,-2504.8589999999776,100.0000,0.10000,0.0121,64
524,7984.3,12.8,180,-2.179999999999998,76039,-2507.0389999999775,100.0000,0.10000,0.0119,64
525,8040.1,12.8,180,-0.18000000000000013,76219,-2507.2189999999773,100.0000,0.10000,0.0102,64
526,8054.5,12.8,180,-2.179999999999981,76399,-2509.398999999977,100.0000,0.10000,0.0121,64
527,8069.5,13.4,180,-0.18000000000000013,76579,-2509.578999999977,100.0000,0.10000,0.0124,64
528,8084.0,12.9,180,-0.18000000000000013,76759,-2509.758999999977,100.0000,0.10000,0.0133,64
529,8098.7,13.1,180,-0.18000000000000013,76939,-2509.9389999999767,100.0000,0.10000,0.0110,64
530,8113.3,13.0,180,-4.1800000000000574,77119,-2514.1189999999765,100.0000,0.10000,0.0115,64
531,8127.9,13.0,180,-2.1799999999999806,77299,-2516.2989999999763,100.0000,0.10000,0.0118,64
532,8142.4,12.8,180,-0.18000000000000013,77479,-2516.478999999976,100.0000,0.10000,0.0123,64
533,8157.0,12.9,180,-2.17999999999998,77659,-2518.658999999976,100.0000,0.10000,0.0108,64
534,8171.4,12.8,180,-2.179999999999981,77839,-2520.838999999976,100.0000,0.10000,0.0107,64
535,8185.7,12.7,180,-2.1799999999999837,78019,-2523.0189999999757,100.0000,0.10000,0.0114,64
536,8243.7,13.3,180,-0.18000000000000013,78199,-2523.1989999999755,100.0000,0.10000,0.0113,64
537,8258.0,12.7,180,-2.1799999999999806,78379,-2525.3789999999753,100.0000,0.10000,0.0116,64
538,8261.8,2.2,8,0.992,78387,-2524.386999999975,100.0000,0.10000,0.0127,64
539,8276.3,12.9,180,-0.18000000000000013,78567,-2524.566999999975,100.0000,0.10000,0.0104,64
540,8291.0,13.0,180,-0.18000000000000013,78747,-2524.746999999975,100.0000,0.10000,0.0113,64
541,8305.5,12.9,180,-4.180000000000046,78927,-2528.9269999999747,100.0000,0.10000,0.0101,64
542,8320.1,13.0,180,-0.18000000000000013,79107,-2529.1069999999745,100.0000,0.10000,0.0115,64
543,8334.6,12.9,180,-2.179999999999981,79287,-2531.2869999999743,100.0000,0.10000,0.0108,64
